Stock Name,Symbol,Lot Size,Sector Name,Industry Name,MCap Category,Close,Chg %,Cumulative Future OI,OI Chg %,Volume (Times),Delivery (Times),Cumulative Call OI,Cumulative Put OI,Put Call Ratio (PCR),PCR Change 1D,OI Trend,Symbol with Comma for External Upload,%DlyQttoTradedQty,Date,Rollover
Biocon Ltd.,BIOCON,2500.0,Healthcare,Pharmaceuticals & Drugs,Mid Cap,336.0,0.98,46085000.0,5.09,1.32,0.95,12890000.0,8935000.0,0.69,0.05,NewLong,"BIOCON,",29.06,2024-06-07,0.0809
JK Cement Ltd.,JKCEMENT,125.0,Construction Materials,Cement & Construction Materials,Mid Cap,4187.1,4.34,449375.0,4.96,1.36,1.32,83125.0,67500.0,0.81,-0.17,AggressiveNewLong,"JKCEMENT,",60.95,2024-06-07,0.0253
Sun TV Network Ltd.,SUNTV,1500.0,Media & Entertainment,TV Broadcasting & Software Production,Mid Cap,720.35,0.19,4732500.0,4.92,0.54,0.72,3696000.0,2034000.0,0.55,-0.07,NewLong,"SUNTV,",42.61,2024-06-07,0.0739
Axis Bank Ltd.,AXISBANK,625.0,Banking,Bank - Private,Large Cap,1186.8,1.35,42363750.0,-4.88,0.48,0.47,15158125.0,7228750.0,0.48,0.05,ShortCover,"AXISBANK,",44.73,2024-06-07,0.018500000000000003
The Indian Hotels Company Ltd.,INDHOTEL,1000.0,Hospitality,"Hotel, Resort & Restaurants",Mid Cap,585.1,0.27,18624000.0,4.84,0.69,0.68,5372000.0,3804000.0,0.71,0.05,NewLong,"INDHOTEL,",54.75,2024-06-07,0.027999999999999997
Coromandel International Ltd.,COROMANDEL,700.0,Chemicals,Fertilizers,Mid Cap,1392.1,0.34,2509500.0,4.43,1.08,1.2,591500.0,336700.0,0.57,0.13,AggressiveNewLong,"COROMANDEL,",48.84,2024-06-07,0.0371
Aditya Birla Capital Ltd.,ABCAPITAL,5400.0,Finance,Finance - NBFC,Mid Cap,231.9,1.47,65037600.0,4.35,1.28,1.16,24840000.0,17760600.0,0.72,-0.03,AggressiveNewLong,"ABCAPITAL,",37.43,2024-06-07,0.0373
State Bank Of India,SBIN,750.0,Banking,Bank - Public,Large Cap,829.95,1.59,94670250.0,-4.31,0.39,0.31,80887500.0,40589250.0,0.5,0.03,ShortCover,"SBIN,",32.22,2024-06-07,0.0574
Indian Energy Exchange Ltd.,IEX,3750.0,Power,Power Generation/Distribution,Small Cap,163.5,0.58,62160000.0,4.26,0.8,0.62,36498750.0,21735000.0,0.6,0.05,NewLong,"IEX,",28.97,2024-06-07,0.0652
Bajaj Finserv Ltd.,BAJAJFINSV,500.0,Finance,Finance - Investment,Large Cap,1567.7,2.7,11109500.0,-4.2,1.04,0.74,3993000.0,2133000.0,0.53,-0.02,ShortCover,"BAJAJFINSV,",37.33,2024-06-07,0.023399999999999997
Apollo Tyres Ltd.,APOLLOTYRE,1700.0,Automobile & Ancillaries,Tyres & Allied,Mid Cap,485.05,2.98,14706700.0,4.02,1.13,1.05,6929200.0,3493500.0,0.5,-0.12,AggressiveNewLong,"APOLLOTYRE,",45.03,2024-06-07,0.0625
GAIL (India) Ltd.,GAIL,4575.0,Industrials Gases & Fuels,Industrial  Gases & Fuels,Large Cap,212.7,2.31,132386775.0,3.96,0.41,0.39,57768525.0,31430250.0,0.54,0.04,NewLong,"GAIL,",40.44,2024-06-07,0.0588
Tata Consumer Products Ltd.,TATACONSUM,450.0,Agriculture,Tea/Coffee,Large Cap,1135.65,-0.37,10468800.0,3.92,0.52,0.54,4149900.0,3149100.0,0.76,-0.05,NewShort,"TATACONSUM,",59.31,2024-06-07,0.015
LTIMindtree Ltd.,LTIM,150.0,Information Technology,IT - Software,Large Cap,4977.2,3.69,3692400.0,-3.89,1.58,0.92,1433850.0,806250.0,0.56,0.07,ShortCover,"LTIM,",33.19,2024-06-07,0.0453
Indian Oil Corporation Ltd.,IOC,4875.0,Crude Oil,Refineries,Large Cap,164.2,0.37,148716750.0,-3.85,0.65,0.57,84966375.0,45620250.0,0.54,0.0,ShortCover,"IOC,",38.41,2024-06-07,0.056299999999999996
Bandhan Bank Ltd.,BANDHANBNK,2500.0,Banking,Bank - Private,Mid Cap,196.55,2.61,94145900.0,3.79,0.72,0.76,31499200.0,21374300.0,0.68,-0.05,NewLong,"BANDHANBNK,",45.17,2024-06-07,0.0625
REC Ltd.,RECLTD,2000.0,Finance,Finance Term Lending,Large Cap,496.8,1.37,64010000.0,3.75,0.53,0.45,59648000.0,29394000.0,0.49,0.01,NewLong,"RECLTD,",27.45,2024-06-07,0.07629999999999999
Dr. Reddy's Laboratories Ltd.,DRREDDY,125.0,Healthcare,Pharmaceuticals & Drugs,Large Cap,6061.3,2.89,2452125.0,-3.74,1.12,1.27,938875.0,505500.0,0.54,0.05,AggressiveShortCover,"DRREDDY,",66.85,2024-06-07,0.0217
Eicher Motors Ltd.,EICHERMOT,175.0,Automobile & Ancillaries,Automobile Two & Three Wheelers,Large Cap,4762.0,0.9,3507175.0,3.71,0.48,0.44,922425.0,567700.0,0.62,0.07,NewLong,"EICHERMOT,",47.33,2024-06-07,0.01
Aurobindo Pharma Ltd.,AUROPHARMA,550.0,Healthcare,Pharmaceuticals & Drugs,Mid Cap,1265.15,1.11,12853500.0,3.64,1.05,1.13,2819300.0,1612050.0,0.57,0.03,AggressiveNewLong,"AUROPHARMA,",49.87,2024-06-07,0.0138
Crompton Greaves Consumer Electricals Ltd.,CROMPTON,1800.0,Consumer Durables,Consumer Durables - Domestic Appliances,Small Cap,397.35,-0.65,15615000.0,3.61,0.81,0.88,5167800.0,2367000.0,0.46,-0.27,NewShort,"CROMPTON,",56.01,2024-06-07,0.0286
HCL Technologies Ltd.,HCLTECH,350.0,Information Technology,IT - Software,Large Cap,1431.5,2.43,21121100.0,-3.54,0.98,0.78,5777800.0,3549350.0,0.61,-0.01,ShortCover,"HCLTECH,",49.99,2024-06-07,0.0395
Syngene International Ltd.,SYNGENE,1000.0,Healthcare,Pharmaceuticals & Drugs,Mid Cap,695.2,1.47,5311000.0,3.47,0.75,0.54,1845000.0,1218000.0,0.66,-0.08,NewLong,"SYNGENE,",41.08,2024-06-07,0.0313
Indiamart Intermesh Ltd.,INDIAMART,300.0,Information Technology,e-Commerce,Small Cap,2542.75,-0.15,1112700.0,-3.39,0.39,0.19,568500.0,339300.0,0.6,0.03,LongCover,"INDIAMART,",27.86,2024-06-07,0.0836
Coforge Ltd.,COFORGE,150.0,Information Technology,IT - Software,Mid Cap,5431.1,4.19,1860300.0,-3.36,2.42,1.95,1199250.0,704700.0,0.59,0.05,AggressiveShortCover,"COFORGE,",37.56,2024-06-07,0.051699999999999996
Jubilant FoodWorks Ltd.,JUBLFOOD,1250.0,Fast Moving Consumer Goods,Consumer Food,Mid Cap,518.5,-0.63,22655000.0,3.34,0.92,1.46,7798750.0,5896250.0,0.76,-0.09,NewShort,"JUBLFOOD,",62.78,2024-06-07,0.0637
Petronet LNG Ltd.,PETRONET,3000.0,Industrials Gases & Fuels,Industrial  Gases & Fuels,Mid Cap,301.25,-0.38,40674000.0,3.27,0.48,0.51,18567000.0,10845000.0,0.58,-0.01,NewShort,"PETRONET,",47.82,2024-06-07,0.0434
Shree Cement Ltd.,SHREECEM,25.0,Construction Materials,Cement & Construction Materials,Large Cap,26077.5,1.72,268600.0,-3.27,1.53,1.87,27725.0,21400.0,0.77,0.1,AggressiveShortCover,"SHREECEM,",67.91,2024-06-07,0.009899999999999999
Kotak Mahindra Bank Ltd.,KOTAKBANK,400.0,Banking,Bank - Private,Large Cap,1753.7,1.1,41191600.0,-2.97,0.39,0.4,9488800.0,6006400.0,0.63,-0.04,ShortCover,"KOTAKBANK,",57.54,2024-06-07,0.0216
Ashok Leyland Ltd.,ASHOKLEY,5000.0,Automobile & Ancillaries,Automobiles-Trucks/Lcv,Mid Cap,231.45,2.55,84500000.0,-2.8,0.46,0.42,43005000.0,31565000.0,0.73,0.08,ShortCover,"ASHOKLEY,",39.3,2024-06-07,0.038599999999999995
Nestle India Ltd.,NESTLEIND,200.0,Fast Moving Consumer Goods,Consumer Food,Large Cap,2502.45,1.26,5867800.0,-2.78,0.62,0.58,1255800.0,613800.0,0.49,-0.05,ShortCover,"NESTLEIND,",50.9,2024-06-07,0.0159
HDFC Life Insurance Company Ltd.,HDFCLIFE,1100.0,Finance,Insurance,Large Cap,562.95,1.39,44287100.0,-2.71,0.47,0.55,16054500.0,7010300.0,0.44,0.0,ShortCover,"HDFCLIFE,",66.3,2024-06-07,0.039900000000000005
Indian Railway Catering And Tourism Corporation Ltd.,IRCTC,875.0,Hospitality,Travel Services,Mid Cap,977.75,0.46,16912000.0,2.59,0.36,0.3,15456000.0,8142750.0,0.53,0.02,NewLong,"IRCTC,",27.67,2024-06-07,0.0623
Chambal Fertilisers and Chemicals Ltd.,CHAMBLFERT,1900.0,Chemicals,Fertilizers,Small Cap,407.9,1.38,10845200.0,2.51,0.59,0.46,5893800.0,2808200.0,0.48,-0.03,NewLong,"CHAMBLFERT,",26.76,2024-06-07,0.023799999999999998
Gujarat Gas Ltd.,GUJGASLTD,1250.0,Gas Transmission,Gas Transmission/Marketing,Mid Cap,588.7,3.08,7690000.0,2.5,1.27,1.24,4833750.0,2825000.0,0.58,0.05,AggressiveNewLong,"GUJGASLTD,",28.39,2024-06-07,0.049699999999999994
The Federal Bank Ltd.,FEDERALBNK,5000.0,Banking,Bank - Private,Mid Cap,165.05,0.3,75855000.0,-2.48,0.46,0.65,38170000.0,21610000.0,0.57,0.0,ShortCover,"FEDERALBNK,",54.92,2024-06-07,0.0471
Info Edge (India) Ltd.,NAUKRI,150.0,Information Technology,BPO/ITeS,Mid Cap,6229.8,1.71,1390200.0,-2.48,0.81,0.62,445800.0,303150.0,0.68,0.06,ShortCover,"NAUKRI,",48.47,2024-06-07,0.0154
Hindustan Copper Ltd.,HINDCOPPER,2650.0,Non - Ferrous Metals,Metal - Non Ferrous,Small Cap,340.3,0.89,33782200.0,2.43,0.43,0.33,14180150.0,9635400.0,0.68,0.01,NewLong,"HINDCOPPER,",26.25,2024-06-07,0.08460000000000001
Larsen & Toubro Ltd.,LT,150.0,Infrastructure,Engineering - Construction,Large Cap,3532.5,1.43,15625650.0,-2.41,0.72,0.68,8986200.0,4275150.0,0.48,0.03,ShortCover,"LT,",52.55,2024-06-07,0.045
ICICI Lombard General Insurance Company Ltd.,ICICIGI,500.0,Finance,Insurance,Large Cap,1655.15,0.63,3603000.0,-2.37,0.27,0.3,542500.0,435000.0,0.8,0.06,ShortCover,"ICICIGI,",68.19,2024-06-07,0.01
Bharat Heavy Electricals Ltd.,BHEL,2625.0,Capital Goods,Engineering - Industrial Equipments,Mid Cap,285.5,2.72,76153875.0,2.35,0.46,0.31,57390375.0,30801750.0,0.54,0.04,NewLong,"BHEL,",20.2,2024-06-07,0.060899999999999996
Interglobe Aviation Ltd.,INDIGO,300.0,Aviation,Airlines,Large Cap,4373.2,1.68,5285400.0,2.34,1.39,1.71,2162100.0,1429800.0,0.66,-0.02,AggressiveNewLong,"INDIGO,",67.32,2024-06-07,0.030899999999999997
SBI Life Insurance Company Ltd.,SBILIFE,375.0,Finance,Insurance,Large Cap,1425.85,-1.18,9267000.0,-2.29,0.63,0.69,2653125.0,1227750.0,0.46,-0.09,LongCover,"SBILIFE,",54.1,2024-06-07,0.0115
L&T Technology Services Ltd.,LTTS,100.0,Information Technology,IT - Software,Mid Cap,4799.85,2.51,1472100.0,-2.26,2.75,3.72,651800.0,432200.0,0.66,0.07,AggressiveShortCover,"LTTS,",60.71,2024-06-07,0.0819
ABB India Ltd.,ABB,125.0,Capital Goods,Electric Equipment,Large Cap,8073.25,1.07,1150625.0,-2.22,0.41,0.38,592875.0,300250.0,0.51,0.03,ShortCover,"ABB,",39.72,2024-06-07,0.0407
Oil & Natural Gas Corporation Ltd.,ONGC,1925.0,Crude Oil,Oil Exploration,Large Cap,260.4,3.21,79435125.0,-2.1,0.56,0.57,86259250.0,20227900.0,0.23,-0.02,ShortCover,"ONGC,",46.85,2024-06-07,0.0438
Alkem Laboratories Ltd.,ALKEM,100.0,Healthcare,Pharmaceuticals & Drugs,Mid Cap,4956.1,2.09,924100.0,-2.03,0.37,0.28,295700.0,109500.0,0.37,-0.03,ShortCover,"ALKEM,",46.24,2024-06-07,0.0113
Exide Industries Ltd.,EXIDEIND,1800.0,Automobile & Ancillaries,Batteries,Mid Cap,527.05,-0.15,22419000.0,2.01,1.09,1.04,15669000.0,9925200.0,0.63,0.01,AggressiveNewShort,"EXIDEIND,",26.92,2024-06-07,0.045599999999999995
Bharat Petroleum Corporation Ltd.,BPCL,900.0,Crude Oil,Refineries,Large Cap,599.8,2.68,35752500.0,-1.95,0.59,0.59,24703200.0,12627000.0,0.51,0.0,ShortCover,"BPCL,",43.23,2024-06-07,0.044000000000000004
Tata Consultancy Services Ltd.,TCS,175.0,Information Technology,IT - Software,Large Cap,3893.95,1.66,18300100.0,-1.94,0.96,0.75,5767125.0,3687075.0,0.64,0.05,ShortCover,"TCS,",51.77,2024-06-07,0.025099999999999997
SRF Ltd.,SRF,375.0,Chemicals,Chemicals,Large Cap,2312.3,0.69,4182750.0,1.92,0.82,0.55,1992375.0,1216875.0,0.61,-0.03,NewLong,"SRF,",39.14,2024-06-07,0.0366
Laurus Labs Ltd.,LAURUSLABS,1700.0,Healthcare,Pharmaceuticals & Drugs,Small Cap,437.75,2.06,14869900.0,1.91,0.85,0.55,5074500.0,2499000.0,0.49,-0.1,NewLong,"LAURUSLABS,",35.07,2024-06-07,0.0405
Oracle Financial Services Software Ltd.,OFSS,100.0,Information Technology,IT - Software,Mid Cap,8406.3,2.87,693700.0,1.91,1.58,0.98,380300.0,250900.0,0.66,0.0,NewLong,"OFSS,",28.59,2024-06-07,0.0301
Torrent Pharmaceuticals Ltd.,TORNTPHARM,250.0,Healthcare,Pharmaceuticals & Drugs,Large Cap,2844.95,2.26,1441000.0,1.89,0.73,0.61,279000.0,170250.0,0.61,0.12,NewLong,"TORNTPHARM,",48.28,2024-06-07,0.0121
Persistent Systems Ltd.,PERSISTENT,200.0,Information Technology,IT - Software,Mid Cap,3850.25,4.22,2448200.0,-1.88,1.29,1.03,851800.0,535600.0,0.63,-0.07,AggressiveShortCover,"PERSISTENT,",41.63,2024-06-07,0.0353
IDFC First Bank Ltd.,IDFCFIRSTB,7500.0,Banking,Bank - Private,Mid Cap,77.7,0.58,356107500.0,-1.84,0.32,0.33,153735000.0,81750000.0,0.53,-0.01,ShortCover,"IDFCFIRSTB,",40.92,2024-06-07,0.09119999999999999
Indraprastha Gas Ltd.,IGL,1375.0,Gas Transmission,Gas Transmission/Marketing,Mid Cap,467.0,1.39,17771875.0,1.84,0.33,0.29,7869125.0,4576000.0,0.58,-0.08,NewLong,"IGL,",53.95,2024-06-07,0.0783
Voltas Ltd.,VOLTAS,600.0,Consumer Durables,Air Conditioners,Mid Cap,1451.5,0.13,6664200.0,1.83,0.46,0.67,2581200.0,1692600.0,0.66,0.03,NewLong,"VOLTAS,",56.36,2024-06-07,0.0231
Bharat Forge Ltd.,BHARATFORG,500.0,Automobile & Ancillaries,Forgings,Mid Cap,1583.2,1.68,6291500.0,-1.82,0.34,0.39,2052000.0,1724000.0,0.84,0.1,ShortCover,"BHARATFORG,",55.77,2024-06-07,0.0207
Atul Ltd.,ATUL,75.0,Chemicals,Chemicals,Small Cap,5848.2,0.57,530800.0,1.74,0.84,1.28,50700.0,42825.0,0.84,-0.04,NewLong,"ATUL,",66.21,2024-06-07,0.09230000000000001
Apollo Hospitals Enterprise Ltd.,APOLLOHOSP,125.0,Healthcare,Hospital & Healthcare Services,Large Cap,6014.55,0.88,2250000.0,1.7,0.57,0.7,1075750.0,530875.0,0.49,-0.01,NewLong,"APOLLOHOSP,",60.26,2024-06-07,0.0143
Ambuja Cements Ltd.,AMBUJACEM,900.0,Construction Materials,Cement & Construction Materials,Large Cap,621.3,1.84,31987800.0,1.67,0.33,0.41,15842700.0,10977300.0,0.69,-0.03,NewLong,"AMBUJACEM,",55.31,2024-06-07,0.0176
Bajaj Finance Ltd.,BAJFINANCE,125.0,Finance,Finance - NBFC,Large Cap,7191.4,3.83,8993000.0,1.66,1.5,1.03,3530875.0,2344875.0,0.66,0.08,AggressiveNewLong,"BAJFINANCE,",37.03,2024-06-07,0.0291
Vedanta Ltd.,VEDL,2300.0,Non - Ferrous Metals,Metal - Non Ferrous,Large Cap,460.65,2.39,80787500.0,-1.66,0.51,0.56,34612700.0,24143100.0,0.7,0.02,ShortCover,"VEDL,",48.16,2024-06-07,0.0273
Coal India Ltd.,COALINDIA,2100.0,Mining,Mining & Minerals,Large Cap,479.15,1.31,51460500.0,1.63,0.33,0.28,44589300.0,22610700.0,0.51,0.0,NewLong,"COALINDIA,",35.49,2024-06-07,0.0433
Max Financial Services Ltd.,MFSL,800.0,Finance,Finance - Others,Mid Cap,936.85,1.04,5739200.0,-1.62,0.6,0.7,920800.0,568800.0,0.62,0.0,ShortCover,"MFSL,",73.26,2024-06-07,0.015600000000000001
Navin Fluorine International Ltd.,NAVINFLUOR,150.0,Chemicals,Chemicals,Small Cap,3329.25,0.3,1315350.0,-1.62,0.24,0.27,408225.0,290100.0,0.71,-0.01,ShortCover,"NAVINFLUOR,",37.2,2024-06-07,0.030299999999999997
Granules India Ltd.,GRANULES,2000.0,Healthcare,Pharmaceuticals & Drugs,Small Cap,478.8,2.24,8382000.0,1.6,1.09,0.72,4808000.0,4204000.0,0.87,0.03,NewLong,"GRANULES,",28.51,2024-06-07,0.0351
Bharti Airtel Ltd.,BHARTIARTL,475.0,Telecom,Telecommunication - Service  Provider,Large Cap,1425.25,3.99,41632800.0,1.59,0.84,0.88,16347125.0,8306325.0,0.51,0.16,NewLong,"BHARTIARTL,",62.99,2024-06-07,0.0113
HDFC Bank Ltd.,HDFCBANK,550.0,Banking,Bank - Private,Large Cap,1573.35,0.88,181666100.0,-1.59,0.5,0.47,40999200.0,22399850.0,0.55,0.04,ShortCover,"HDFCBANK,",46.63,2024-06-07,0.0252
Sun Pharmaceutical Industries Ltd.,SUNPHARMA,350.0,Healthcare,Pharmaceuticals & Drugs,Large Cap,1506.85,2.32,16943500.0,1.58,0.95,0.95,7081550.0,2452450.0,0.35,0.07,NewLong,"SUNPHARMA,",55.86,2024-06-07,0.0089
Mahindra & Mahindra Financial Services Ltd.,M&MFIN,2000.0,Finance,Finance - NBFC,Mid Cap,282.45,1.55,29952000.0,1.57,1.19,1.47,9256000.0,6366000.0,0.69,-0.04,AggressiveNewLong,"M&MFIN,",54.68,2024-06-07,0.0536
Berger Paints India Ltd.,BERGEPAINT,1320.0,Chemicals,Paints,Large Cap,482.55,1.13,26430360.0,-1.56,0.14,0.11,6388800.0,3707880.0,0.58,0.02,ShortCover,"BERGEPAINT,",61.14,2024-06-07,0.0559
Trent Ltd.,TRENT,200.0,Retailing,Retailing,Large Cap,4964.6,1.77,2956200.0,-1.56,0.38,0.33,831800.0,636800.0,0.77,-0.03,ShortCover,"TRENT,",46.65,2024-06-07,0.0203
NMDC Ltd.,NMDC,4500.0,Mining,Mining & Minerals,Mid Cap,258.5,2.5,73174500.0,-1.53,0.42,0.29,43465500.0,24984000.0,0.57,0.0,ShortCover,"NMDC,",30.48,2024-06-07,0.0438
