Stock Name,Symbol,Lot Size,Sector Name,Industry Name,MCap Category,Close,Chg %,Cumulative Future OI,OI Chg %,Volume (Times),Delivery (Times),Cumulative Call OI,Cumulative Put OI,Put Call Ratio (PCR),PCR Change 1D,OI Trend,Symbol with Comma for External Upload,%DlyQttoTradedQty,Date,Rollover
Hindustan Copper Ltd.,HINDCOPPER,2650.0,Non - Ferrous Metals,Metal - Non Ferrous,Small Cap,326.5,0.37,42922050.0,-4.5,0.69,0.79,14307350.0,8167300.0,0.57,0.04,ShortCover,"HINDCOPPER,",45.03,2024-07-04,0.0975
Oracle Financial Services Software Ltd.,OFSS,100.0,Information Technology,IT - Software,Mid Cap,10436.75,0.05,1848200.0,4.5,0.47,0.39,707600.0,453200.0,0.64,0.05,NewLong,"OFSS,",35.15,2024-07-04,0.023700000000000002
Ipca Laboratories Ltd.,IPCALAB,650.0,Healthcare,Pharmaceuticals & Drugs,Mid Cap,1177.8,2.11,2881450.0,-4.44,0.71,0.79,1092000.0,787800.0,0.72,-0.11,ShortCover,"IPCALAB,",56.26,2024-07-04,0.04650000000000001
Gujarat Gas Ltd.,GUJGASLTD,1250.0,Gas Transmission,Gas Transmission/Marketing,Mid Cap,632.85,-0.78,9823750.0,4.38,0.44,0.34,7280000.0,3523750.0,0.48,0.02,NewShort,"GUJGASLTD,",24.02,2024-07-04,0.0555
Deepak Nitrite Ltd.,DEEPAKNTR,300.0,Chemicals,Chemicals,Mid Cap,2677.1,0.63,2521200.0,-4.3,0.53,0.57,2507100.0,1167600.0,0.47,0.03,ShortCover,"DEEPAKNTR,",24.44,2024-07-04,0.0438
Tata Consultancy Services Ltd.,TCS,175.0,Information Technology,IT - Software,Large Cap,4020.95,1.4,17514700.0,-4.2,0.9,0.89,5707100.0,4126150.0,0.72,0.05,ShortCover,"TCS,",55.2,2024-07-04,0.018000000000000002
Dalmia Bharat Ltd.,DALBHARAT,275.0,Construction Materials,Cement & Construction Materials,Mid Cap,1842.35,-0.73,3575550.0,-4.17,0.68,0.66,1280950.0,926750.0,0.72,0.01,LongCover,"DALBHARAT,",61.72,2024-07-04,0.0323
REC Ltd.,RECLTD,2000.0,Finance,Finance Term Lending,Large Cap,575.65,2.37,54284000.0,-4.15,1.29,1.48,29752000.0,21130000.0,0.71,0.03,AggressiveShortCover,"RECLTD,",40.19,2024-07-04,0.0415
Dixon Technologies (India) Ltd.,DIXON,100.0,Consumer Durables,Consumer Durables - Electronics,Mid Cap,12658.45,0.08,1807700.0,3.82,0.81,0.95,1064400.0,893500.0,0.84,-0.11,NewLong,"DIXON,",41.78,2024-07-04,0.0437
Power Finance Corporation Ltd.,PFC,1300.0,Finance,Finance Term Lending,Large Cap,533.65,0.49,56288700.0,-3.81,0.85,0.71,29227900.0,21258900.0,0.73,-0.03,ShortCover,"PFC,",34.1,2024-07-04,0.0635
Axis Bank Ltd.,AXISBANK,625.0,Banking,Bank - Private,Large Cap,1280.9,0.07,40240625.0,-3.79,0.4,0.32,11100625.0,7973750.0,0.72,0.0,ShortCover,"AXISBANK,",45.01,2024-07-04,0.0171
Wipro Ltd.,WIPRO,1500.0,Information Technology,IT - Software,Large Cap,530.7,-1.54,62019000.0,3.79,0.69,0.64,24534000.0,20016000.0,0.82,-0.14,NewShort,"WIPRO,",35.72,2024-07-04,0.0447
Indus Towers Ltd.,INDUSTOWER,3400.0,Telecom,Telecommunication - Service  Provider,Mid Cap,404.05,1.9,95257800.0,3.71,0.62,0.51,27937800.0,21838200.0,0.78,0.03,NewLong,"INDUSTOWER,",40.28,2024-07-04,0.0632
Tata Chemicals Ltd.,TATACHEM,550.0,Chemicals,Chemicals,Mid Cap,1103.65,0.02,10227250.0,3.7,0.99,1.01,8741150.0,4871900.0,0.56,-0.01,NewLong,"TATACHEM,",46.17,2024-07-04,0.0535
TVS Motor Company Ltd.,TVSMOTOR,350.0,Automobile & Ancillaries,Automobile Two & Three Wheelers,Large Cap,2365.95,2.22,6667500.0,-3.51,1.21,1.19,2521050.0,1238650.0,0.49,-0.01,AggressiveShortCover,"TVSMOTOR,",62.66,2024-07-04,0.0179
Bharat Forge Ltd.,BHARATFORG,500.0,Automobile & Ancillaries,Forgings,Mid Cap,1670.3,0.77,7917500.0,3.3,1.24,0.74,3695000.0,1840000.0,0.5,0.02,NewLong,"BHARATFORG,",37.83,2024-07-04,0.0203
Infosys Ltd.,INFY,400.0,Information Technology,IT - Software,Large Cap,1650.65,1.43,47162400.0,-3.22,0.84,0.82,13947600.0,8977600.0,0.64,0.01,ShortCover,"INFY,",63.25,2024-07-04,0.0148
Aditya Birla Fashion and Retail Ltd.,ABFRL,2600.0,Retailing,Retailing,Small Cap,334.2,2.15,47933600.0,3.2,1.69,1.21,21829600.0,12422800.0,0.57,0.05,AggressiveNewLong,"ABFRL,",34.24,2024-07-04,0.0562
Hindustan Unilever Ltd.,HINDUNILVR,300.0,Fast Moving Consumer Goods,Household & Personal Products,Large Cap,2495.95,-0.57,18320700.0,3.17,0.86,0.8,6275700.0,3127500.0,0.5,-0.04,NewShort,"HINDUNILVR,",54.55,2024-07-04,0.020099999999999996
L&T Finance Ltd.,LTF,4462.0,Finance,Finance - NBFC,Mid Cap,188.25,-0.24,74506476.0,3.11,0.89,0.65,28953918.0,17794456.0,0.61,-0.05,NewShort,"LTF,",35.37,2024-07-04,0.0355
SBI Life Insurance Company Ltd.,SBILIFE,375.0,Finance,Insurance,Large Cap,1507.75,0.76,9316125.0,-3.04,1.17,1.44,2725125.0,952125.0,0.35,-0.03,AggressiveShortCover,"SBILIFE,",64.52,2024-07-04,0.0051
Ashok Leyland Ltd.,ASHOKLEY,5000.0,Automobile & Ancillaries,Automobiles-Trucks/Lcv,Mid Cap,227.11,-1.03,90885000.0,3.02,1.1,1.35,60620000.0,24875000.0,0.41,-0.01,AggressiveNewShort,"ASHOKLEY,",50.07,2024-07-04,0.043899999999999995
Grasim Industries Ltd.,GRASIM,250.0,Construction Materials,Cement & Construction Materials,Large Cap,2734.85,-0.27,7655750.0,-2.86,0.25,0.26,2408000.0,2252750.0,0.94,-0.06,LongCover,"GRASIM,",51.63,2024-07-04,0.17920000000000003
Samvardhana Motherson International Ltd.,MOTHERSON,7100.0,Automobile & Ancillaries,Auto Ancillary,Mid Cap,206.57,0.48,123561300.0,2.75,0.56,0.63,46419800.0,50083400.0,1.08,-0.02,NewLong,"MOTHERSON,",49.49,2024-07-04,0.0644
Dr. Reddy's Laboratories Ltd.,DRREDDY,125.0,Healthcare,Pharmaceuticals & Drugs,Large Cap,6479.35,0.83,2762500.0,2.73,0.36,0.25,1675125.0,892875.0,0.53,-0.03,NewLong,"DRREDDY,",36.36,2024-07-04,0.02
Shriram Finance Ltd.,SHRIRAMFIN,300.0,Finance,Finance - NBFC,Large Cap,2833.75,-0.59,6341700.0,2.71,0.43,0.39,1405800.0,769200.0,0.55,-0.01,NewShort,"SHRIRAMFIN,",57.41,2024-07-04,0.011399999999999999
Bharat Electronics Ltd.,BEL,2850.0,Capital Goods,Engineering - Industrial Equipments,Large Cap,317.35,0.91,147142650.0,-2.6,1.03,0.87,66390750.0,42359550.0,0.64,0.01,ShortCover,"BEL,",44.91,2024-07-04,0.0683
Bharat Heavy Electricals Ltd.,BHEL,2625.0,Capital Goods,Engineering - Industrial Equipments,Mid Cap,311.05,-0.08,83317500.0,-2.57,1.3,1.18,38503500.0,32665500.0,0.85,0.0,AggressiveLongCover,"BHEL,",32.85,2024-07-04,0.0548
Biocon Ltd.,BIOCON,2500.0,Healthcare,Pharmaceuticals & Drugs,Mid Cap,361.3,-0.04,51137500.0,2.51,0.7,0.69,12515000.0,8715000.0,0.7,0.03,NewShort,"BIOCON,",43.5,2024-07-04,0.0382
Coforge Ltd.,COFORGE,150.0,Information Technology,IT - Software,Mid Cap,5898.7,3.83,2180250.0,2.48,1.78,2.29,981450.0,889050.0,0.91,0.1,AggressiveNewLong,"COFORGE,",44.06,2024-07-04,0.044800000000000006
United Breweries Ltd.,UBL,400.0,Alcohol,Breweries & Distilleries,Mid Cap,2012.0,-1.17,1950400.0,2.46,0.6,0.67,676000.0,472800.0,0.7,0.09,NewShort,"UBL,",50.28,2024-07-04,0.0308
ABB India Ltd.,ABB,125.0,Capital Goods,Electric Equipment,Large Cap,8715.8,1.14,1414625.0,-2.45,0.92,0.71,657750.0,351125.0,0.53,0.0,ShortCover,"ABB,",37.23,2024-07-04,0.023799999999999998
Indiamart Intermesh Ltd.,INDIAMART,300.0,Information Technology,e-Commerce,Small Cap,2699.15,0.08,1180200.0,-2.45,0.5,0.56,747900.0,372900.0,0.5,0.08,ShortCover,"INDIAMART,",40.94,2024-07-04,0.0478
Kotak Mahindra Bank Ltd.,KOTAKBANK,400.0,Banking,Bank - Private,Large Cap,1833.85,1.28,37696800.0,-2.42,0.64,0.77,10532800.0,9958000.0,0.95,0.04,ShortCover,"KOTAKBANK,",66.15,2024-07-04,0.0223
Apollo Tyres Ltd.,APOLLOTYRE,1700.0,Automobile & Ancillaries,Tyres & Allied,Mid Cap,528.5,-1.18,15578800.0,2.39,0.64,0.71,12141400.0,7347400.0,0.61,0.0,NewShort,"APOLLOTYRE,",36.51,2024-07-04,0.0348
The Indian Hotels Company Ltd.,INDHOTEL,1000.0,Hospitality,"Hotel, Resort & Restaurants",Mid Cap,612.65,2.14,20393000.0,2.37,1.37,1.22,9916000.0,4765000.0,0.48,-0.03,AggressiveNewLong,"INDHOTEL,",46.63,2024-07-04,0.025
NMDC Ltd.,NMDC,4500.0,Mining,Mining & Minerals,Mid Cap,251.61,0.16,98779500.0,2.37,0.72,0.64,52641000.0,30172500.0,0.57,-0.01,NewLong,"NMDC,",47.43,2024-07-04,0.0591
The India Cements Ltd.,INDIACEM,2900.0,Construction Materials,Cement & Construction Materials,Small Cap,285.8,-0.64,18986300.0,-2.34,0.1,0.19,16947600.0,12652700.0,0.75,0.02,LongCover,"INDIACEM,",36.81,2024-07-04,0.0965
PI Industries Ltd.,PIIND,250.0,Chemicals,Pesticides & Agrochemicals,Mid Cap,3790.8,-0.17,1763250.0,2.31,0.55,0.67,858750.0,470250.0,0.55,0.04,NewShort,"PIIND,",59.37,2024-07-04,0.0204
Tata Consumer Products Ltd.,TATACONSUM,450.0,Agriculture,Tea/Coffee,Large Cap,1135.2,-0.97,10544400.0,-2.2,1.0,1.21,4688100.0,3629250.0,0.77,0.08,LongCover,"TATACONSUM,",64.91,2024-07-04,0.0222
Bajaj Auto Ltd.,BAJAJ-AUTO,75.0,Automobile & Ancillaries,Automobile Two & Three Wheelers,Large Cap,9460.85,0.41,2294175.0,2.16,0.66,0.73,1057350.0,624675.0,0.59,0.02,NewLong,"BAJAJ-AUTO,",60.7,2024-07-04,0.0
HDFC Bank Ltd.,HDFCBANK,550.0,Banking,Bank - Private,Large Cap,1727.15,-2.35,143870650.0,2.16,0.84,1.0,57943600.0,30537100.0,0.53,-0.06,NewShort,"HDFCBANK,",67.57,2024-07-04,0.0269
Navin Fluorine International Ltd.,NAVINFLUOR,175.0,Chemicals,Chemicals,Small Cap,3659.15,0.96,1574125.0,-2.07,1.38,1.36,676200.0,251475.0,0.37,0.04,AggressiveShortCover,"NAVINFLUOR,",51.63,2024-07-04,0.0287
ITC Ltd.,ITC,1600.0,Fast Moving Consumer Goods,Cigarettes/Tobacco,Large Cap,429.05,0.18,110169600.0,-2.0,0.53,0.48,61524800.0,30947200.0,0.5,-0.04,ShortCover,"ITC,",56.31,2024-07-04,0.0331
Siemens Ltd.,SIEMENS,150.0,Capital Goods,Electric Equipment,Large Cap,7866.9,0.82,1855800.0,-1.97,0.54,0.37,657000.0,375300.0,0.57,0.04,ShortCover,"SIEMENS,",37.87,2024-07-04,0.0377
Indian Energy Exchange Ltd.,IEX,3750.0,Power,Power Generation/Distribution,Small Cap,183.64,-0.89,81412500.0,1.96,0.52,0.53,48678750.0,25931250.0,0.53,-0.03,NewShort,"IEX,",29.63,2024-07-04,0.0545
Tata Steel Ltd.,TATASTEEL,5500.0,Iron & Steel,Steel & Iron Products,Large Cap,176.29,-0.05,221243000.0,-1.96,0.83,1.0,102124000.0,60181000.0,0.59,-0.01,LongCover,"TATASTEEL,",49.64,2024-07-04,0.032400000000000005
Hindustan Petroleum Corporation Ltd.,HINDPETRO,2025.0,Crude Oil,Refineries,Mid Cap,329.75,0.0,49584150.0,1.95,0.67,0.65,13885425.0,7763850.0,0.56,-0.03,Neutral,"HINDPETRO,",47.73,2024-07-04,0.049400000000000006
Laurus Labs Ltd.,LAURUSLABS,1700.0,Healthcare,Pharmaceuticals & Drugs,Small Cap,454.45,4.02,17307700.0,1.93,4.44,2.89,6815300.0,3473100.0,0.51,0.13,AggressiveNewLong,"LAURUSLABS,",27.9,2024-07-04,0.039
Divi's Laboratories Ltd.,DIVISLAB,200.0,Healthcare,Pharmaceuticals & Drugs,Large Cap,4544.05,-0.33,2273400.0,1.92,0.54,0.48,990400.0,524400.0,0.53,-0.01,NewShort,"DIVISLAB,",57.47,2024-07-04,0.0208
Mahindra & Mahindra Financial Services Ltd.,M&MFIN,2000.0,Finance,Finance - NBFC,Mid Cap,298.2,-1.71,41890000.0,1.91,1.12,1.16,12234000.0,6824000.0,0.56,0.0,AggressiveNewShort,"M&MFIN,",48.39,2024-07-04,0.1117
The Federal Bank Ltd.,FEDERALBNK,5000.0,Banking,Bank - Private,Mid Cap,180.97,-0.27,95200000.0,1.86,0.75,0.71,38670000.0,28725000.0,0.74,-0.01,NewShort,"FEDERALBNK,",33.16,2024-07-04,0.0296
Glenmark Pharmaceuticals Ltd.,GLENMARK,725.0,Healthcare,Pharmaceuticals & Drugs,Mid Cap,1295.5,1.07,8142475.0,-1.8,1.0,1.01,1392725.0,799675.0,0.57,-0.04,ShortCover,"GLENMARK,",42.04,2024-07-04,0.008
Indraprastha Gas Ltd.,IGL,1375.0,Gas Transmission,Gas Transmission/Marketing,Mid Cap,518.2,0.14,13992000.0,-1.8,0.22,0.24,7789375.0,5854750.0,0.75,0.02,ShortCover,"IGL,",41.23,2024-07-04,0.0383
PVR Inox Ltd.,PVRINOX,407.0,Media & Entertainment,"Film Production, Distribution & Entertainment",Small Cap,1469.95,0.61,5040288.0,1.79,0.34,0.29,3287746.0,2159542.0,0.66,-0.03,NewLong,"PVRINOX,",31.4,2024-07-04,0.0705
Adani Enterprises Ltd.,ADANIENT,300.0,Trading,Trading,Large Cap,3144.25,-1.46,16973400.0,1.76,0.55,0.44,7517700.0,5429700.0,0.72,-0.03,NewShort,"ADANIENT,",41.01,2024-07-04,0.04769999999999999
SRF Ltd.,SRF,375.0,Chemicals,Chemicals,Large Cap,2390.25,0.37,4711875.0,1.74,0.44,0.41,2425500.0,1284000.0,0.53,-0.01,NewLong,"SRF,",50.3,2024-07-04,0.032
DLF Ltd.,DLF,825.0,Realty,Construction - Real Estate,Large Cap,838.6,-0.3,45015300.0,-1.73,0.51,0.35,12416250.0,8438925.0,0.68,0.01,LongCover,"DLF,",39.39,2024-07-04,0.0471
Coal India Ltd.,COALINDIA,2100.0,Mining,Mining & Minerals,Large Cap,489.55,0.95,57092700.0,-1.64,0.73,0.62,24645600.0,14920500.0,0.61,-0.01,ShortCover,"COALINDIA,",41.82,2024-07-04,0.055099999999999996
Hindustan Aeronautics Ltd.,HAL,300.0,Other,Defence,Large Cap,5515.1,1.02,13449000.0,1.58,1.66,1.4,7190700.0,4689300.0,0.65,0.0,AggressiveNewLong,"HAL,",35.36,2024-07-04,0.0484
AU Small Finance Bank Ltd.,AUBANK,1000.0,Banking,Bank - Private,Mid Cap,673.45,1.08,26016000.0,1.56,0.46,0.39,6962000.0,4192000.0,0.6,-0.03,NewLong,"AUBANK,",34.48,2024-07-04,0.051
Apollo Hospitals Enterprise Ltd.,APOLLOHOSP,125.0,Healthcare,Hospital & Healthcare Services,Large Cap,6225.05,0.52,2135250.0,-1.54,0.63,0.54,727000.0,445125.0,0.61,0.0,ShortCover,"APOLLOHOSP,",53.26,2024-07-04,0.0101
Steel Authority Of India Ltd.,SAIL,4000.0,Iron & Steel,Steel & Iron Products,Mid Cap,151.05,-0.38,154248000.0,1.53,0.7,0.6,43392000.0,25012000.0,0.58,0.0,NewShort,"SAIL,",35.18,2024-07-04,0.056600000000000004
Polycab India Ltd.,POLYCAB,125.0,Electricals,Cable,Large Cap,6661.45,-0.75,3874000.0,1.52,0.15,0.15,1911625.0,1357750.0,0.71,-0.03,NewShort,"POLYCAB,",45.1,2024-07-04,0.0323
ICICI Bank Ltd.,ICICIBANK,700.0,Banking,Bank - Private,Large Cap,1233.0,2.61,84148400.0,-1.38,0.95,1.26,17994200.0,19442500.0,1.08,0.3,ShortCover,"ICICIBANK,",57.7,2024-07-04,0.3411
GAIL (India) Ltd.,GAIL,4575.0,Industrials Gases & Fuels,Industrial  Gases & Fuels,Large Cap,219.16,-0.45,134472975.0,-1.36,0.72,0.75,42396525.0,22028625.0,0.52,-0.01,LongCover,"GAIL,",52.76,2024-07-04,0.0302
JSW Steel Ltd.,JSWSTEEL,675.0,Iron & Steel,Steel & Iron Products,Large Cap,944.35,-0.64,17394075.0,-1.36,0.53,0.37,5840100.0,4987575.0,0.85,-0.05,LongCover,"JSWSTEEL,",32.5,2024-07-04,0.0084
Multi Commodity Exchange Of India Ltd.,MCX,200.0,Finance,Finance - Stock Broking,Small Cap,3936.7,0.06,2769200.0,1.36,0.59,0.57,1477200.0,772600.0,0.52,-0.03,NewLong,"MCX,",29.09,2024-07-04,0.021400000000000002
L&T Technology Services Ltd.,LTTS,100.0,Information Technology,IT - Software,Mid Cap,5059.9,0.43,1186600.0,-1.33,0.67,0.62,444000.0,351700.0,0.79,0.02,ShortCover,"LTTS,",36.96,2024-07-04,0.0557
Mphasis Ltd.,MPHASIS,275.0,Information Technology,IT - Software,Mid Cap,2583.2,0.54,5008300.0,-1.27,1.26,1.15,1454475.0,1041150.0,0.72,0.03,AggressiveShortCover,"MPHASIS,",45.83,2024-07-04,0.033
Titan Company Ltd.,TITAN,175.0,Diamond & Jewellery,Diamond  &  Jewellery,Large Cap,3336.0,-0.72,9048550.0,1.27,0.7,0.7,3781575.0,2311575.0,0.61,0.03,NewShort,"TITAN,",59.58,2024-07-04,0.0416
Persistent Systems Ltd.,PERSISTENT,200.0,Information Technology,IT - Software,Mid Cap,4750.9,3.43,2195200.0,-1.26,0.92,0.71,1145200.0,1204200.0,1.05,0.1,ShortCover,"PERSISTENT,",26.13,2024-07-04,0.0394
Indian Oil Corporation Ltd.,IOC,4875.0,Crude Oil,Refineries,Large Cap,170.17,0.51,152416875.0,1.21,1.19,1.28,55263000.0,32053125.0,0.58,-0.02,AggressiveNewLong,"IOC,",59.87,2024-07-04,0.044199999999999996
Oberoi Realty Ltd.,OBEROIRLTY,700.0,Realty,Construction - Real Estate,Mid Cap,1796.4,-0.09,7872200.0,-1.21,0.34,0.27,1573600.0,845600.0,0.54,0.03,LongCover,"OBEROIRLTY,",48.02,2024-07-04,0.0148
Torrent Pharmaceuticals Ltd.,TORNTPHARM,250.0,Healthcare,Pharmaceuticals & Drugs,Large Cap,2870.3,1.16,1357250.0,-1.18,1.12,1.1,135500.0,140000.0,1.03,0.12,AggressiveShortCover,"TORNTPHARM,",65.59,2024-07-04,0.006999999999999999
Sun TV Network Ltd.,SUNTV,1500.0,Media & Entertainment,TV Broadcasting & Software Production,Mid Cap,781.05,-1.83,6090000.0,1.1,0.41,0.19,3643500.0,1558500.0,0.43,-0.01,NewShort,"SUNTV,",22.1,2024-07-04,0.0495
Bharti Airtel Ltd.,BHARTIARTL,475.0,Telecom,Telecommunication - Service  Provider,Large Cap,1423.05,0.23,49547250.0,1.09,0.68,0.78,29383500.0,12643550.0,0.43,0.0,NewLong,"BHARTIARTL,",64.0,2024-07-04,0.0533
Hindalco Industries Ltd.,HINDALCO,1400.0,Non - Ferrous Metals,Metal - Non Ferrous,Large Cap,691.85,0.03,42947800.0,1.09,1.01,0.86,15345400.0,8874600.0,0.58,0.01,NewLong,"HINDALCO,",44.92,2024-07-04,0.0148
Bharat Petroleum Corporation Ltd.,BPCL,1800.0,Crude Oil,Refineries,Large Cap,303.0,-1.17,64409400.0,-1.06,0.91,0.93,24908400.0,16396200.0,0.66,-0.03,LongCover,"BPCL,",49.22,2024-07-04,0.0359
LTIMindtree Ltd.,LTIM,150.0,Information Technology,IT - Software,Large Cap,5459.5,-0.13,3584850.0,-1.06,0.36,0.35,760350.0,546000.0,0.72,-0.06,LongCover,"LTIM,",49.32,2024-07-04,0.0265
Nestle India Ltd.,NESTLEIND,200.0,Fast Moving Consumer Goods,Consumer Food,Large Cap,2545.15,-0.25,6054800.0,-1.05,0.41,0.36,803000.0,390600.0,0.49,-0.03,LongCover,"NESTLEIND,",51.19,2024-07-04,0.0159
Vedanta Ltd.,VEDL,2300.0,Non - Ferrous Metals,Metal - Non Ferrous,Large Cap,469.1,1.12,129059900.0,1.05,0.92,0.74,31894100.0,27096300.0,0.85,0.01,NewLong,"VEDL,",41.86,2024-07-04,0.0165
Marico Ltd.,MARICO,1200.0,Fast Moving Consumer Goods,Consumer Food,Large Cap,608.05,0.09,15220800.0,-1.04,0.96,0.91,4414800.0,2893200.0,0.66,0.02,ShortCover,"MARICO,",54.71,2024-07-04,0.0169
Interglobe Aviation Ltd.,INDIGO,300.0,Aviation,Airlines,Large Cap,4288.75,0.23,8516700.0,-1.03,0.6,0.53,2428500.0,1540500.0,0.63,-0.02,ShortCover,"INDIGO,",61.8,2024-07-04,0.026699999999999998
