Stock Name,Symbol,Lot Size,Sector Name,Industry Name,MCap Category,Close,Chg %,Cumulative Future OI,OI Chg %,Volume (Times),Delivery (Times),Cumulative Call OI,Cumulative Put OI,Put Call Ratio (PCR),PCR Change 1D,OI Trend,Symbol with Comma for External Upload,%DlyQttoTradedQty,Date,Rollover
SRF Ltd.,SRF,375.0,Chemicals,Chemicals,Large Cap,2365.9,1.64,4251750.0,-3.92,2.08,3.15,2507625.0,1268625.0,0.51,0.0,AggressiveShortCover,"SRF,",71.34,2024-06-12,0.0482
Bajaj Finance Ltd.,BAJFINANCE,125.0,Finance,Finance - NBFC,Large Cap,7217.75,1.12,8540125.0,-3.9,0.82,1.02,3979625.0,2367750.0,0.59,0.0,ShortCover,"BAJFINANCE,",57.13,2024-06-12,0.0349
Persistent Systems Ltd.,PERSISTENT,200.0,Information Technology,IT - Software,Mid Cap,3770.5,0.98,2492200.0,3.9,0.63,0.77,1180800.0,677200.0,0.57,-0.02,NewLong,"PERSISTENT,",57.34,2024-06-12,0.0548
Laurus Labs Ltd.,LAURUSLABS,1700.0,Healthcare,Pharmaceuticals & Drugs,Small Cap,438.95,-0.72,16080300.0,3.85,0.39,0.29,6924100.0,2713200.0,0.39,-0.03,NewShort,"LAURUSLABS,",36.83,2024-06-12,0.0559
Exide Industries Ltd.,EXIDEIND,1800.0,Automobile & Ancillaries,Batteries,Mid Cap,540.7,2.24,21011400.0,-3.62,0.85,0.98,14918400.0,10778400.0,0.72,0.07,ShortCover,"EXIDEIND,",34.06,2024-06-12,0.06860000000000001
Titan Company Ltd.,TITAN,175.0,Diamond & Jewellery,Diamond  &  Jewellery,Large Cap,3382.3,-0.83,8296925.0,3.54,1.28,1.61,3222975.0,1861650.0,0.58,-0.11,AggressiveNewShort,"TITAN,",70.92,2024-06-12,0.0451
Syngene International Ltd.,SYNGENE,1000.0,Healthcare,Pharmaceuticals & Drugs,Mid Cap,694.55,-1.01,5280000.0,3.47,0.81,1.04,2414000.0,1807000.0,0.75,0.1,NewShort,"SYNGENE,",59.47,2024-06-12,0.054000000000000006
Cipla Ltd.,CIPLA,650.0,Healthcare,Pharmaceuticals & Drugs,Large Cap,1540.95,0.7,11058450.0,-3.42,0.83,1.19,7107100.0,4873700.0,0.69,-0.04,ShortCover,"CIPLA,",62.04,2024-06-12,0.0215
Power Finance Corporation Ltd.,PFC,3875.0,Finance,Finance Term Lending,Large Cap,492.05,1.15,63236200.0,-3.37,0.67,1.09,71205500.0,42994950.0,0.6,-0.02,ShortCover,"PFC,",51.95,2024-06-12,0.0735
Bharat Electronics Ltd.,BEL,2850.0,Capital Goods,Engineering - Industrial Equipments,Large Cap,290.5,1.5,137546700.0,-3.36,0.4,0.47,102497400.0,59932650.0,0.58,0.02,ShortCover,"BEL,",45.08,2024-06-12,0.12029999999999999
Trent Ltd.,TRENT,200.0,Retailing,Retailing,Large Cap,5028.05,2.48,3096400.0,3.36,1.51,1.43,1144200.0,930800.0,0.81,0.1,AggressiveNewLong,"TRENT,",44.46,2024-06-12,0.0305
NMDC Ltd.,NMDC,4500.0,Mining,Mining & Minerals,Mid Cap,263.1,3.08,75973500.0,-3.35,1.0,1.22,51444000.0,27346500.0,0.53,-0.01,AggressiveShortCover,"NMDC,",40.73,2024-06-12,0.0546
Dalmia Bharat Ltd.,DALBHARAT,250.0,Construction Materials,Cement & Construction Materials,Mid Cap,1900.1,0.64,3118125.0,3.34,1.48,1.9,1008850.0,670450.0,0.66,0.04,AggressiveNewLong,"DALBHARAT,",70.42,2024-06-12,0.0454
L&T Technology Services Ltd.,LTTS,100.0,Information Technology,IT - Software,Mid Cap,4886.4,0.22,1516700.0,3.12,0.58,0.4,806600.0,480200.0,0.6,-0.03,NewLong,"LTTS,",37.73,2024-06-12,0.1247
PVR Inox Ltd.,PVRINOX,407.0,Media & Entertainment,"Film Production, Distribution & Entertainment",Small Cap,1397.75,1.18,4330480.0,-3.03,2.24,2.14,2627185.0,1330483.0,0.51,0.05,AggressiveShortCover,"PVRINOX,",46.35,2024-06-12,0.0941
TVS Motor Company Ltd.,TVSMOTOR,350.0,Automobile & Ancillaries,Automobile Two & Three Wheelers,Large Cap,2420.5,-0.9,6976550.0,-3.01,0.48,0.51,1913450.0,1570100.0,0.82,-0.03,LongCover,"TVSMOTOR,",57.04,2024-06-12,0.0256
Manappuram Finance Ltd.,MANAPPURAM,3000.0,Finance,Finance - NBFC,Small Cap,184.69,1.81,46899000.0,-2.98,1.08,1.39,15126000.0,11124000.0,0.74,0.0,AggressiveShortCover,"MANAPPURAM,",49.71,2024-06-12,0.0455
GAIL (India) Ltd.,GAIL,4575.0,Industrials Gases & Fuels,Industrial  Gases & Fuels,Large Cap,216.92,1.91,137968275.0,-2.94,0.86,0.83,74787525.0,44125875.0,0.59,0.03,ShortCover,"GAIL,",36.79,2024-06-12,0.0747
Britannia Industries Ltd.,BRITANNIA,200.0,Fast Moving Consumer Goods,Consumer Food,Large Cap,5439.3,-1.42,2197800.0,2.86,0.49,0.45,1599200.0,538400.0,0.34,-0.06,NewShort,"BRITANNIA,",43.57,2024-06-12,0.0252
Bank Of Baroda,BANKBARODA,2925.0,Banking,Bank - Public,Large Cap,283.4,3.13,153015525.0,2.85,0.94,0.81,40876875.0,31727475.0,0.78,0.13,NewLong,"BANKBARODA,",37.48,2024-06-12,0.0321
Tata Consultancy Services Ltd.,TCS,175.0,Information Technology,IT - Software,Large Cap,3831.65,-0.53,18972975.0,2.83,0.73,0.94,8345750.0,4436600.0,0.53,-0.02,NewShort,"TCS,",73.41,2024-06-12,0.0398
Canara Bank,CANBK,6750.0,Banking,Bank - Public,Large Cap,122.79,1.29,214805250.0,-2.77,0.7,0.84,129978000.0,80311500.0,0.62,0.02,ShortCover,"CANBK,",50.99,2024-06-12,0.054900000000000004
RBL Bank Ltd.,RBLBANK,2500.0,Banking,Bank - Private,Small Cap,258.98,2.1,55437500.0,2.77,0.82,0.5,13950000.0,8880000.0,0.64,-0.02,NewLong,"RBLBANK,",25.0,2024-06-12,0.022000000000000002
Coforge Ltd.,COFORGE,150.0,Information Technology,IT - Software,Mid Cap,5179.2,0.06,2339850.0,2.69,0.47,0.58,2020200.0,964500.0,0.48,-0.02,NewLong,"COFORGE,",48.02,2024-06-12,0.0863
City Union Bank Ltd.,CUB,5000.0,Banking,Bank - Private,Small Cap,149.25,-0.15,25100000.0,2.68,0.53,0.39,13450000.0,7870000.0,0.59,-0.04,NewShort,"CUB,",31.96,2024-06-12,0.0797
Gujarat Gas Ltd.,GUJGASLTD,1250.0,Gas Transmission,Gas Transmission/Marketing,Mid Cap,610.5,0.45,7652500.0,-2.67,0.82,0.9,5071250.0,3773750.0,0.74,0.0,ShortCover,"GUJGASLTD,",31.14,2024-06-12,0.1305
IndusInd Bank Ltd.,INDUSINDBK,500.0,Banking,Bank - Private,Large Cap,1484.25,0.22,23166500.0,2.65,1.21,1.29,9067500.0,6322500.0,0.7,-0.02,AggressiveNewLong,"INDUSINDBK,",49.13,2024-06-12,0.0823
Ashok Leyland Ltd.,ASHOKLEY,5000.0,Automobile & Ancillaries,Automobiles-Trucks/Lcv,Mid Cap,238.04,0.03,84740000.0,2.64,0.66,0.58,51860000.0,36565000.0,0.71,-0.03,NewLong,"ASHOKLEY,",31.0,2024-06-12,0.0542
Bharat Forge Ltd.,BHARATFORG,500.0,Automobile & Ancillaries,Forgings,Mid Cap,1631.6,1.81,5781000.0,-2.52,0.65,0.59,2262500.0,2002000.0,0.88,0.04,ShortCover,"BHARATFORG,",41.08,2024-06-12,0.034300000000000004
Petronet LNG Ltd.,PETRONET,3000.0,Industrials Gases & Fuels,Industrial  Gases & Fuels,Mid Cap,320.6,1.7,41085000.0,-2.49,1.93,1.29,19014000.0,14046000.0,0.74,0.14,AggressiveShortCover,"PETRONET,",28.16,2024-06-12,0.0594
Biocon Ltd.,BIOCON,2500.0,Healthcare,Pharmaceuticals & Drugs,Mid Cap,338.9,-1.61,48577500.0,2.47,0.47,0.46,13342500.0,10110000.0,0.76,0.0,NewShort,"BIOCON,",36.06,2024-06-12,0.10460000000000001
Bata India Ltd.,BATAINDIA,375.0,Retailing,Footwear,Small Cap,1464.2,-0.7,3721875.0,2.39,0.44,0.46,1864875.0,1797000.0,0.96,-0.08,NewShort,"BATAINDIA,",44.1,2024-06-12,0.09369999999999999
Wipro Ltd.,WIPRO,1500.0,Information Technology,IT - Software,Large Cap,476.9,0.18,59956500.0,2.38,0.54,0.61,35125500.0,22069500.0,0.63,0.01,NewLong,"WIPRO,",40.13,2024-06-12,0.10289999999999999
Navin Fluorine International Ltd.,NAVINFLUOR,150.0,Chemicals,Chemicals,Small Cap,3514.05,0.83,1313425.0,-2.31,1.37,2.41,549200.0,302775.0,0.55,0.0,AggressiveShortCover,"NAVINFLUOR,",65.77,2024-06-12,0.06570000000000001
Bharti Airtel Ltd.,BHARTIARTL,475.0,Telecom,Telecommunication - Service  Provider,Large Cap,1438.4,0.78,40061975.0,-2.25,0.55,0.61,19447450.0,11525875.0,0.59,0.1,ShortCover,"BHARTIARTL,",67.49,2024-06-12,0.0158
Astral Ltd.,ASTRAL,367.0,Plastic Products,Plastic Products,Mid Cap,2226.45,1.44,2694881.0,2.21,1.07,1.08,1301382.0,630139.0,0.48,0.02,AggressiveNewLong,"ASTRAL,",47.01,2024-06-12,0.023799999999999998
PI Industries Ltd.,PIIND,250.0,Chemicals,Pesticides & Agrochemicals,Mid Cap,3635.05,0.77,1657250.0,-2.21,0.71,1.0,614000.0,417750.0,0.68,0.05,ShortCover,"PIIND,",71.81,2024-06-12,0.0564
National Aluminium Company Ltd.,NATIONALUM,3750.0,Non - Ferrous Metals,Aluminium & Aluminium Products,Small Cap,185.02,1.01,72285000.0,-2.19,0.5,0.46,41291250.0,20707500.0,0.5,-0.01,ShortCover,"NATIONALUM,",34.01,2024-06-12,0.0507
Ipca Laboratories Ltd.,IPCALAB,650.0,Healthcare,Pharmaceuticals & Drugs,Mid Cap,1179.45,0.49,2722850.0,2.17,2.69,3.88,1881100.0,965900.0,0.51,-0.05,AggressiveNewLong,"IPCALAB,",68.52,2024-06-12,0.0673
Gujarat Narmada Valley Fertilizers & Chemicals Ltd.,GNFC,1300.0,Chemicals,Fertilizers,Small Cap,685.7,0.46,7451600.0,2.14,0.64,0.62,4061200.0,2323100.0,0.57,-0.01,NewLong,"GNFC,",39.67,2024-06-12,0.0858
SBI Life Insurance Company Ltd.,SBILIFE,375.0,Finance,Insurance,Large Cap,1452.7,1.73,9465000.0,2.14,1.17,1.35,3542625.0,1292250.0,0.36,-0.04,AggressiveNewLong,"SBILIFE,",62.51,2024-06-12,0.0163
Samvardhana Motherson International Ltd.,MOTHERSON,7100.0,Automobile & Ancillaries,Auto Ancillary,Mid Cap,165.87,1.75,105364000.0,-2.12,0.67,0.74,41471100.0,34463400.0,0.83,-0.04,ShortCover,"MOTHERSON,",47.26,2024-06-12,0.0414
Dixon Technologies (India) Ltd.,DIXON,100.0,Consumer Durables,Consumer Durables - Electronics,Mid Cap,10317.5,1.75,1524800.0,2.07,0.73,1.13,870600.0,807700.0,0.93,0.14,NewLong,"DIXON,",43.24,2024-06-12,0.0319
REC Ltd.,RECLTD,2000.0,Finance,Finance Term Lending,Large Cap,516.45,1.15,60170000.0,-1.99,0.4,0.46,63542000.0,31430000.0,0.49,0.01,ShortCover,"RECLTD,",33.91,2024-06-12,0.0993
Aarti Industries Ltd.,AARTIIND,1000.0,Chemicals,Chemicals,Small Cap,665.65,1.15,11604000.0,-1.94,0.68,0.87,5977000.0,3368000.0,0.56,0.0,ShortCover,"AARTIIND,",48.37,2024-06-12,0.053899999999999997
Mahanagar Gas Ltd.,MGL,400.0,Gas Transmission,Gas Transmission/Marketing,Small Cap,1445.95,1.89,2125200.0,1.92,0.8,0.66,2288800.0,980800.0,0.43,0.02,NewLong,"MGL,",24.96,2024-06-12,0.0463
Mphasis Ltd.,MPHASIS,275.0,Information Technology,IT - Software,Mid Cap,2397.95,0.25,4727800.0,-1.9,0.15,0.1,2586650.0,1806475.0,0.7,0.02,ShortCover,"MPHASIS,",52.3,2024-06-12,0.0915
Larsen & Toubro Ltd.,LT,150.0,Infrastructure,Engineering - Construction,Large Cap,3630.3,0.88,15135150.0,-1.87,0.37,0.41,9925800.0,4748550.0,0.48,0.01,ShortCover,"LT,",57.06,2024-06-12,0.0555
Zydus Lifesciences Ltd.,ZYDUSLIFE,900.0,Healthcare,Pharmaceuticals & Drugs,Mid Cap,1096.95,1.12,10841400.0,-1.85,0.62,0.58,3378600.0,1820700.0,0.54,-0.01,ShortCover,"ZYDUSLIFE,",56.2,2024-06-12,0.016
The Ramco Cements Ltd.,RAMCOCEM,850.0,Construction Materials,Cement & Construction Materials,Mid Cap,859.75,0.27,10026600.0,-1.83,0.26,0.27,4431050.0,2737850.0,0.62,0.04,ShortCover,"RAMCOCEM,",39.21,2024-06-12,0.052199999999999996
ICICI Prudential Life Insurance Company Ltd.,ICICIPRULI,1500.0,Finance,Insurance,Large Cap,579.75,-0.33,12133500.0,1.77,0.57,0.67,3672000.0,2296500.0,0.63,-0.04,NewShort,"ICICIPRULI,",66.55,2024-06-12,0.020499999999999997
State Bank Of India,SBIN,750.0,Banking,Bank - Public,Large Cap,839.1,0.42,89215500.0,-1.77,0.44,0.38,81426000.0,43113000.0,0.53,0.01,ShortCover,"SBIN,",31.61,2024-06-12,0.065
Hindalco Industries Ltd.,HINDALCO,1400.0,Non - Ferrous Metals,Metal - Non Ferrous,Large Cap,673.9,0.14,42109200.0,-1.7,1.02,1.3,25691400.0,16165800.0,0.63,-0.02,AggressiveShortCover,"HINDALCO,",68.61,2024-06-12,0.0316
Tata Communications Ltd.,TATACOMM,500.0,Telecom,Telecommunication - Service  Provider,Mid Cap,1897.0,0.97,6421000.0,-1.69,1.06,0.93,2020000.0,1058000.0,0.52,-0.03,ShortCover,"TATACOMM,",39.29,2024-06-12,0.0565
Havells India Ltd.,HAVELLS,500.0,Capital Goods,Electric Equipment,Large Cap,1830.25,-0.14,5992500.0,1.63,0.5,0.47,2751000.0,1376000.0,0.5,-0.01,NewShort,"HAVELLS,",57.73,2024-06-12,0.0275
Tata Consumer Products Ltd.,TATACONSUM,450.0,Agriculture,Tea/Coffee,Large Cap,1124.65,-0.96,10705950.0,1.61,0.3,0.26,5217300.0,3370050.0,0.65,-0.05,NewShort,"TATACONSUM,",46.83,2024-06-12,0.023399999999999997
Indiamart Intermesh Ltd.,INDIAMART,300.0,Information Technology,e-Commerce,Small Cap,2595.85,1.62,1073700.0,-1.59,1.43,1.45,697200.0,360000.0,0.52,-0.05,AggressiveShortCover,"INDIAMART,",49.65,2024-06-12,0.09949999999999999
Colgate-Palmolive (India) Ltd.,COLPAL,350.0,Fast Moving Consumer Goods,Household & Personal Products,Mid Cap,2955.5,0.14,2665250.0,1.56,0.46,0.59,791000.0,613550.0,0.78,-0.01,NewLong,"COLPAL,",59.2,2024-06-12,0.0487
JSW Steel Ltd.,JSWSTEEL,675.0,Iron & Steel,Steel & Iron Products,Large Cap,916.9,0.75,14776425.0,1.48,0.72,0.74,6100650.0,4125600.0,0.68,-0.07,NewLong,"JSWSTEEL,",46.7,2024-06-12,0.023399999999999997
HDFC Bank Ltd.,HDFCBANK,550.0,Banking,Bank - Private,Large Cap,1574.15,0.6,177443200.0,-1.47,0.91,0.88,44152350.0,24036100.0,0.54,0.02,ShortCover,"HDFCBANK,",48.73,2024-06-12,0.034300000000000004
The Indian Hotels Company Ltd.,INDHOTEL,1000.0,Hospitality,"Hotel, Resort & Restaurants",Mid Cap,584.5,0.42,18078000.0,-1.42,0.94,1.36,6383000.0,3928000.0,0.62,-0.01,ShortCover,"INDHOTEL,",78.44,2024-06-12,0.0319
Bosch Ltd.,BOSCHLTD,25.0,Automobile & Ancillaries,Auto Ancillary,Mid Cap,31411.3,0.76,303125.0,-1.4,0.66,0.78,54875.0,27875.0,0.51,0.07,ShortCover,"BOSCHLTD,",39.38,2024-06-12,0.024
Hindustan Aeronautics Ltd.,HAL,300.0,Other,Defence,Large Cap,4889.0,0.67,12704400.0,-1.4,0.31,0.37,11113800.0,6064500.0,0.55,0.0,ShortCover,"HAL,",37.25,2024-06-12,0.09
Steel Authority Of India Ltd.,SAIL,4000.0,Iron & Steel,Steel & Iron Products,Mid Cap,151.01,0.0,175448000.0,-1.4,0.47,0.73,54056000.0,33520000.0,0.62,0.02,Neutral,"SAIL,",39.64,2024-06-12,0.0672
Lupin Ltd.,LUPIN,425.0,Healthcare,Pharmaceuticals & Drugs,Mid Cap,1605.55,-0.53,7202900.0,1.37,0.41,0.35,4282725.0,2216800.0,0.52,-0.05,NewShort,"LUPIN,",43.99,2024-06-12,0.0496
Godrej Properties Ltd.,GODREJPROP,475.0,Realty,Construction - Real Estate,Mid Cap,2928.2,2.53,3590575.0,1.31,0.62,0.58,1941325.0,1279925.0,0.66,0.08,NewLong,"GODREJPROP,",36.13,2024-06-12,0.029500000000000002
