Stock Name,Symbol,Lot Size,Sector Name,Industry Name,MCap Category,Close,Chg %,Cumulative Future OI,OI Chg %,Volume (Times),Delivery (Times),Cumulative Call OI,Cumulative Put OI,Put Call Ratio (PCR),PCR Change 1D,OI Trend,Symbol with Comma for External Upload,%DlyQttoTradedQty,Date,Rollover
Bajaj Auto Ltd.,BAJAJ-AUTO,75.0,Automobile & Ancillaries,Automobile Two & Three Wheelers,Large Cap,9532.4,0.32,2134350.0,3.45,0.77,0.63,774600.0,458175.0,0.59,-0.1,NewLong,"BAJAJ-AUTO,",46.24,2024-07-01,0.0
Indian Energy Exchange Ltd.,IEX,3750.0,Power,Power Generation/Distribution,Small Cap,189.34,4.87,77156250.0,3.4,2.98,2.69,36007500.0,21618750.0,0.6,0.12,AggressiveNewLong,"IEX,",28.26,2024-07-01,0.035699999999999996
Kotak Mahindra Bank Ltd.,KOTAKBANK,400.0,Banking,Bank - Private,Large Cap,1808.1,0.31,34352000.0,3.4,0.41,0.35,5429200.0,4223600.0,0.78,0.03,NewLong,"KOTAKBANK,",48.35,2024-07-01,0.0115
Navin Fluorine International Ltd.,NAVINFLUOR,175.0,Chemicals,Chemicals,Small Cap,3621.0,1.31,1524250.0,3.37,1.32,2.01,418775.0,172025.0,0.41,0.0,AggressiveNewLong,"NAVINFLUOR,",61.27,2024-07-01,0.0226
Birlasoft Ltd.,BSOFT,1000.0,Information Technology,IT - Software,Small Cap,717.6,3.95,14140000.0,-3.24,2.25,1.91,5895000.0,4213000.0,0.71,0.16,AggressiveShortCover,"BSOFT,",34.95,2024-07-01,0.0326
Bharat Forge Ltd.,BHARATFORG,500.0,Automobile & Ancillaries,Forgings,Mid Cap,1665.95,-0.26,6926500.0,3.22,0.79,0.88,1742000.0,933000.0,0.54,-0.05,NewShort,"BHARATFORG,",61.77,2024-07-01,0.0148
Chambal Fertilisers and Chemicals Ltd.,CHAMBLFERT,1900.0,Chemicals,Fertilizers,Small Cap,523.15,3.23,9473400.0,3.17,0.81,0.71,7320700.0,3934900.0,0.54,0.02,NewLong,"CHAMBLFERT,",31.42,2024-07-01,0.0311
MRF Ltd.,MRF,5.0,Automobile & Ancillaries,Tyres & Allied,Mid Cap,129667.95,0.16,64145.0,3.16,1.1,0.82,14425.0,7035.0,0.49,-0.01,NewLong,"MRF,",26.58,2024-07-01,0.019
REC Ltd.,RECLTD,2000.0,Finance,Finance Term Lending,Large Cap,550.65,4.81,56998000.0,3.0,1.7,1.41,26000000.0,16352000.0,0.63,0.1,AggressiveNewLong,"RECLTD,",33.54,2024-07-01,0.0282
Shree Cement Ltd.,SHREECEM,25.0,Construction Materials,Cement & Construction Materials,Large Cap,28353.35,1.73,290175.0,2.98,1.24,1.59,32700.0,11375.0,0.35,-0.26,AggressiveNewLong,"SHREECEM,",61.85,2024-07-01,0.0048
LTIMindtree Ltd.,LTIM,150.0,Information Technology,IT - Software,Large Cap,5447.5,1.16,3579450.0,-2.96,2.12,2.39,673500.0,492150.0,0.73,-0.03,AggressiveShortCover,"LTIM,",55.87,2024-07-01,0.0187
Voltas Ltd.,VOLTAS,600.0,Consumer Durables,Air Conditioners,Mid Cap,1444.25,-1.9,8161800.0,-2.94,0.61,0.64,1961400.0,943200.0,0.48,-0.09,LongCover,"VOLTAS,",51.2,2024-07-01,0.013500000000000002
NMDC Ltd.,NMDC,4500.0,Mining,Mining & Minerals,Mid Cap,251.6,2.26,90549000.0,2.84,1.77,1.89,42844500.0,24309000.0,0.57,-0.09,AggressiveNewLong,"NMDC,",55.22,2024-07-01,0.0415
Eicher Motors Ltd.,EICHERMOT,175.0,Automobile & Ancillaries,Automobile Two & Three Wheelers,Large Cap,4635.55,-0.8,3367000.0,2.82,1.9,2.16,860825.0,539700.0,0.63,-0.38,AggressiveNewShort,"EICHERMOT,",72.42,2024-07-01,0.0146
Info Edge (India) Ltd.,NAUKRI,150.0,Information Technology,BPO/ITeS,Mid Cap,6937.35,2.23,1234950.0,-2.79,1.01,1.31,318600.0,196800.0,0.62,0.13,AggressiveShortCover,"NAUKRI,",60.65,2024-07-01,0.0086
PI Industries Ltd.,PIIND,250.0,Chemicals,Pesticides & Agrochemicals,Mid Cap,3815.65,0.44,1639000.0,-2.79,0.48,0.56,699000.0,376750.0,0.54,0.04,ShortCover,"PIIND,",50.95,2024-07-01,0.0166
Mahindra & Mahindra Financial Services Ltd.,M&MFIN,2000.0,Finance,Finance - NBFC,Mid Cap,306.6,2.0,36056000.0,2.69,0.43,0.53,8518000.0,5056000.0,0.59,0.0,NewLong,"M&MFIN,",51.61,2024-07-01,0.0347
Oberoi Realty Ltd.,OBEROIRLTY,700.0,Realty,Construction - Real Estate,Mid Cap,1774.75,0.51,7870800.0,2.53,0.67,0.69,1130500.0,714000.0,0.63,-0.07,NewLong,"OBEROIRLTY,",63.0,2024-07-01,0.0129
City Union Bank Ltd.,CUB,5000.0,Banking,Bank - Private,Small Cap,166.07,-0.6,25345000.0,2.49,0.23,0.28,11020000.0,5505000.0,0.5,-0.03,NewShort,"CUB,",42.67,2024-07-01,0.0659
Petronet LNG Ltd.,PETRONET,3000.0,Industrials Gases & Fuels,Industrial  Gases & Fuels,Mid Cap,333.8,1.07,34140000.0,-2.48,0.75,0.73,11082000.0,9150000.0,0.83,0.12,ShortCover,"PETRONET,",42.84,2024-07-01,0.0441
ABB India Ltd.,ABB,125.0,Capital Goods,Electric Equipment,Large Cap,8587.4,1.14,1472750.0,2.46,0.61,0.55,545750.0,296875.0,0.54,-0.01,NewLong,"ABB,",43.28,2024-07-01,0.021
Nestle India Ltd.,NESTLEIND,200.0,Fast Moving Consumer Goods,Consumer Food,Large Cap,2568.1,0.64,6015800.0,2.31,1.3,1.34,642600.0,308400.0,0.48,-0.03,AggressiveNewLong,"NESTLEIND,",62.56,2024-07-01,0.009000000000000001
Britannia Industries Ltd.,BRITANNIA,200.0,Fast Moving Consumer Goods,Consumer Food,Large Cap,5476.5,0.02,2641200.0,2.3,0.79,0.85,418800.0,230800.0,0.55,-0.02,NewLong,"BRITANNIA,",65.7,2024-07-01,0.0176
Interglobe Aviation Ltd.,INDIGO,300.0,Aviation,Airlines,Large Cap,4222.15,-0.14,8772300.0,2.3,1.6,1.88,2300100.0,1542900.0,0.67,-0.02,AggressiveNewShort,"INDIGO,",77.21,2024-07-01,0.024399999999999998
SRF Ltd.,SRF,375.0,Chemicals,Chemicals,Large Cap,2462.4,1.08,4226625.0,2.3,0.8,0.82,1424625.0,801375.0,0.56,-0.03,NewLong,"SRF,",56.86,2024-07-01,0.0212
Dixon Technologies (India) Ltd.,DIXON,100.0,Consumer Durables,Consumer Durables - Electronics,Mid Cap,12446.45,3.97,1729800.0,2.28,1.35,0.8,698500.0,684000.0,0.98,0.29,NewLong,"DIXON,",24.74,2024-07-01,0.0326
Crompton Greaves Consumer Electricals Ltd.,CROMPTON,1800.0,Consumer Durables,Consumer Durables - Domestic Appliances,Small Cap,416.5,2.76,22082400.0,2.25,1.18,1.04,3837600.0,1774800.0,0.46,0.01,AggressiveNewLong,"CROMPTON,",54.15,2024-07-01,0.013000000000000001
Max Financial Services Ltd.,MFSL,800.0,Finance,Finance - Others,Mid Cap,995.7,2.47,5298400.0,2.22,2.63,3.24,789600.0,488800.0,0.62,-0.09,AggressiveNewLong,"MFSL,",83.58,2024-07-01,0.0075
Grasim Industries Ltd.,GRASIM,250.0,Construction Materials,Cement & Construction Materials,Large Cap,2726.4,2.1,7909500.0,-2.21,0.59,0.61,2309500.0,1903750.0,0.82,0.09,ShortCover,"GRASIM,",48.56,2024-07-01,0.1721
Aarti Industries Ltd.,AARTIIND,1000.0,Chemicals,Chemicals,Small Cap,704.85,2.71,12470000.0,2.19,0.78,0.64,3149000.0,1961000.0,0.62,-0.15,NewLong,"AARTIIND,",43.86,2024-07-01,0.021400000000000002
SBI Cards And Payment Services Ltd.,SBICARD,800.0,Finance,Finance - NBFC,Large Cap,723.0,-0.22,17530400.0,2.19,1.02,1.43,6074400.0,4598400.0,0.76,0.01,AggressiveNewShort,"SBICARD,",75.36,2024-07-01,0.045899999999999996
Tata Steel Ltd.,TATASTEEL,5500.0,Iron & Steel,Steel & Iron Products,Large Cap,174.07,0.03,218933000.0,2.19,0.66,0.7,81075500.0,49912500.0,0.62,-0.02,NewLong,"TATASTEEL,",41.65,2024-07-01,0.0269
Oil & Natural Gas Corporation Ltd.,ONGC,1925.0,Crude Oil,Oil Exploration,Large Cap,272.95,-0.46,75654425.0,2.17,0.79,0.76,29102150.0,13734875.0,0.47,-0.03,NewShort,"ONGC,",56.25,2024-07-01,0.0458
HCL Technologies Ltd.,HCLTECH,350.0,Information Technology,IT - Software,Large Cap,1468.85,0.63,19690650.0,2.15,1.06,1.11,5378450.0,3113950.0,0.58,-0.01,AggressiveNewLong,"HCLTECH,",62.27,2024-07-01,0.015300000000000001
Colgate-Palmolive (India) Ltd.,COLPAL,350.0,Fast Moving Consumer Goods,Household & Personal Products,Mid Cap,2861.45,0.64,2779000.0,-2.14,0.54,0.5,463050.0,228200.0,0.49,-0.04,ShortCover,"COLPAL,",58.44,2024-07-01,0.0049
United Spirits Ltd.,UNITDSPR,700.0,Alcohol,Breweries & Distilleries,Large Cap,1267.8,-0.68,10688300.0,2.13,0.68,0.62,1481200.0,875000.0,0.59,0.01,NewShort,"UNITDSPR,",51.62,2024-07-01,0.0072
Tata Power Company Ltd.,TATAPOWER,1350.0,Power,Power Generation/Distribution,Large Cap,435.4,-1.18,95530050.0,2.07,0.74,0.89,27178200.0,17008650.0,0.63,-0.04,NewShort,"TATAPOWER,",60.52,2024-07-01,0.06509999999999999
Wipro Ltd.,WIPRO,1500.0,Information Technology,IT - Software,Large Cap,527.35,2.43,61516500.0,-2.04,1.7,1.18,16519500.0,15220500.0,0.92,0.09,AggressiveShortCover,"WIPRO,",34.6,2024-07-01,0.035
Exide Industries Ltd.,EXIDEIND,1800.0,Automobile & Ancillaries,Batteries,Mid Cap,569.4,0.87,25214400.0,2.03,0.25,0.3,15251400.0,8022600.0,0.53,0.03,NewLong,"EXIDEIND,",30.49,2024-07-01,0.0326
Pidilite Industries Ltd.,PIDILITIND,250.0,Chemicals,Chemicals,Large Cap,3121.4,-1.19,2206500.0,2.0,0.75,0.87,427250.0,215000.0,0.5,0.08,NewShort,"PIDILITIND,",67.86,2024-07-01,0.1868
JSW Steel Ltd.,JSWSTEEL,675.0,Iron & Steel,Steel & Iron Products,Large Cap,943.9,1.33,16281000.0,1.96,1.06,1.37,4764825.0,3848175.0,0.81,-0.06,AggressiveNewLong,"JSWSTEEL,",55.7,2024-07-01,0.0058
Laurus Labs Ltd.,LAURUSLABS,1700.0,Healthcare,Pharmaceuticals & Drugs,Small Cap,430.8,1.47,16257100.0,1.95,1.73,2.36,4593400.0,1742500.0,0.38,-0.08,AggressiveNewLong,"LAURUSLABS,",66.96,2024-07-01,0.0264
Axis Bank Ltd.,AXISBANK,625.0,Banking,Bank - Private,Large Cap,1261.9,-0.26,42472500.0,-1.92,0.43,0.36,8288125.0,5953750.0,0.72,-0.07,LongCover,"AXISBANK,",49.79,2024-07-01,0.0109
Cummins India Ltd.,CUMMINSIND,300.0,Automobile & Ancillaries,Diesel Engines,Mid Cap,3985.8,0.48,4169400.0,-1.92,0.36,0.39,744000.0,459300.0,0.62,-0.07,ShortCover,"CUMMINSIND,",52.89,2024-07-01,0.011399999999999999
Hindustan Petroleum Corporation Ltd.,HINDPETRO,2025.0,Crude Oil,Refineries,Mid Cap,331.3,-0.24,48618225.0,1.86,0.9,1.34,10819575.0,6427350.0,0.59,-0.02,NewShort,"HINDPETRO,",60.17,2024-07-01,0.0443
Tata Chemicals Ltd.,TATACHEM,550.0,Chemicals,Chemicals,Mid Cap,1107.35,0.39,9632700.0,1.82,0.87,1.2,6548850.0,3923150.0,0.6,0.0,NewLong,"TATACHEM,",55.46,2024-07-01,0.045
Reliance Industries Ltd.,RELIANCE,250.0,Crude Oil,Refineries,Large Cap,3120.3,-0.34,35825500.0,-1.8,0.41,0.44,17875750.0,13848500.0,0.77,-0.1,LongCover,"RELIANCE,",53.99,2024-07-01,0.1734
Page Industries Ltd.,PAGEIND,15.0,Textile,Textile,Mid Cap,39046.55,-0.14,179865.0,-1.79,0.66,0.55,15660.0,8970.0,0.57,0.0,LongCover,"PAGEIND,",35.36,2024-07-01,0.0191
Dr. Reddy's Laboratories Ltd.,DRREDDY,125.0,Healthcare,Pharmaceuticals & Drugs,Large Cap,6353.7,-0.76,2802875.0,1.78,0.49,0.47,979750.0,580750.0,0.59,-0.04,NewShort,"DRREDDY,",53.88,2024-07-01,0.0134
Titan Company Ltd.,TITAN,175.0,Diamond & Jewellery,Diamond  &  Jewellery,Large Cap,3431.45,0.8,8340500.0,1.78,0.85,0.87,2204475.0,1376200.0,0.62,-0.01,NewLong,"TITAN,",63.86,2024-07-01,0.0245
Coromandel International Ltd.,COROMANDEL,700.0,Chemicals,Fertilizers,Mid Cap,1597.2,-0.23,4104800.0,1.75,0.46,0.33,1427300.0,682500.0,0.48,0.14,NewShort,"COROMANDEL,",29.98,2024-07-01,0.037200000000000004
Granules India Ltd.,GRANULES,2000.0,Healthcare,Pharmaceuticals & Drugs,Small Cap,494.65,0.38,9850000.0,1.71,0.31,0.45,5288000.0,2576000.0,0.49,-0.01,NewLong,"GRANULES,",47.84,2024-07-01,0.0209
Godrej Consumer Products Ltd.,GODREJCP,500.0,Fast Moving Consumer Goods,Household & Personal Products,Large Cap,1398.05,1.61,5723000.0,-1.56,0.41,0.37,989500.0,565500.0,0.57,-0.01,ShortCover,"GODREJCP,",53.14,2024-07-01,0.005699999999999999
Adani Enterprises Ltd.,ADANIENT,300.0,Trading,Trading,Large Cap,3183.8,0.21,16254300.0,1.55,0.32,0.25,5394600.0,4555200.0,0.84,-0.03,NewLong,"ADANIENT,",45.52,2024-07-01,0.0417
ITC Ltd.,ITC,1600.0,Fast Moving Consumer Goods,Cigarettes/Tobacco,Large Cap,429.05,0.98,112156800.0,1.55,0.75,0.76,51176000.0,28480000.0,0.56,-0.02,NewLong,"ITC,",63.1,2024-07-01,0.0277
Marico Ltd.,MARICO,1200.0,Fast Moving Consumer Goods,Consumer Food,Large Cap,620.5,1.22,15201600.0,-1.55,1.09,0.98,2626800.0,1297200.0,0.49,-0.01,ShortCover,"MARICO,",56.07,2024-07-01,0.0091
TVS Motor Company Ltd.,TVSMOTOR,350.0,Automobile & Ancillaries,Automobile Two & Three Wheelers,Large Cap,2354.6,-0.43,6807150.0,1.53,0.42,0.34,1476650.0,920850.0,0.62,-0.06,NewShort,"TVSMOTOR,",50.48,2024-07-01,0.011200000000000002
