Stock Name,Symbol,Lot Size,Sector Name,Industry Name,MCap Category,Close,Chg %,Cumulative Future OI,OI Chg %,Volume (Times),Delivery (Times),Cumulative Call OI,Cumulative Put OI,Put Call Ratio (PCR),PCR Change 1D,OI Trend,Symbol with Comma for External Upload,%DlyQttoTradedQty,Date,Rollover
Maruti Suzuki India Ltd.,MARUTI,50.0,Automobile & Ancillaries,Automobiles - Passenger Cars,Large Cap,12116.6,-0.55,3261950.0,8.92,0.76,0.87,4475200.0,1176550.0,0.26,0.0,NewShort,"MARUTI,",69.09,2024-06-25,0.6714
Asian Paints Ltd.,ASIANPAINT,200.0,Chemicals,Paints,Large Cap,2858.45,-1.3,12898000.0,8.69,1.11,1.36,5536000.0,2881000.0,0.52,0.02,AggressiveNewShort,"ASIANPAINT,",66.29,2024-06-25,0.7203
Hindustan Aeronautics Ltd.,HAL,300.0,Other,Defence,Large Cap,5371.65,0.88,12774000.0,7.91,0.58,0.69,12480300.0,6551100.0,0.52,-0.1,NewLong,"HAL,",31.39,2024-06-25,0.6119
Zee Entertainment Enterprises Ltd.,ZEEL,3000.0,Media & Entertainment,TV Broadcasting & Software Production,Mid Cap,148.73,-1.59,103728000.0,-7.66,1.42,1.82,12336000.0,8130000.0,0.66,-0.13,AggressiveLongCover,"ZEEL,",58.16,2024-06-25,0.0
JSW Steel Ltd.,JSWSTEEL,675.0,Iron & Steel,Steel & Iron Products,Large Cap,929.9,-0.58,16226325.0,7.49,0.64,0.84,7761150.0,5406750.0,0.7,0.04,NewShort,"JSWSTEEL,",53.05,2024-06-25,0.6718999999999999
Gujarat Narmada Valley Fertilizers & Chemicals Ltd.,GNFC,1300.0,Chemicals,Fertilizers,Small Cap,694.65,-1.74,7774000.0,-7.43,0.19,0.29,4906200.0,4166500.0,0.85,0.06,LongCover,"GNFC,",32.43,2024-06-25,0.3753
Samvardhana Motherson International Ltd.,MOTHERSON,7100.0,Automobile & Ancillaries,Auto Ancillary,Mid Cap,192.89,2.45,131974800.0,7.41,0.88,0.8,54236900.0,52767200.0,0.97,0.01,NewLong,"MOTHERSON,",39.09,2024-06-25,0.5254
Oberoi Realty Ltd.,OBEROIRLTY,700.0,Realty,Construction - Real Estate,Mid Cap,1829.3,-4.07,7387800.0,7.16,1.99,1.8,2587200.0,1423100.0,0.55,-0.18,AggressiveNewShort,"OBEROIRLTY,",53.49,2024-06-25,0.6509
Ipca Laboratories Ltd.,IPCALAB,650.0,Healthcare,Pharmaceuticals & Drugs,Mid Cap,1101.75,-2.1,3148600.0,-6.72,1.52,1.63,2050100.0,943800.0,0.46,0.09,AggressiveLongCover,"IPCALAB,",61.19,2024-06-25,0.5379999999999999
ICICI Prudential Life Insurance Company Ltd.,ICICIPRULI,1500.0,Finance,Insurance,Large Cap,600.35,-0.83,13177500.0,-6.55,1.2,0.59,3877500.0,2314500.0,0.6,0.03,LongCover,"ICICIPRULI,",28.83,2024-06-25,0.5059
Can Fin Homes Ltd.,CANFINHOME,975.0,Finance,Finance - Housing,Small Cap,899.6,1.92,5715450.0,6.54,0.87,1.08,4912050.0,3331575.0,0.68,0.03,NewLong,"CANFINHOME,",26.94,2024-06-25,0.6525
Gujarat Gas Ltd.,GUJGASLTD,1250.0,Gas Transmission,Gas Transmission/Marketing,Mid Cap,612.9,0.84,10841250.0,-6.49,0.79,0.91,6536250.0,4872500.0,0.75,0.0,ShortCover,"GUJGASLTD,",33.3,2024-06-25,0.6714
Oracle Financial Services Software Ltd.,OFSS,100.0,Information Technology,IT - Software,Mid Cap,9727.05,-0.56,1350200.0,6.45,0.31,0.56,1292600.0,743100.0,0.57,-0.02,NewShort,"OFSS,",45.79,2024-06-25,0.688
Indus Towers Ltd.,INDUSTOWER,3400.0,Telecom,Telecommunication - Service  Provider,Mid Cap,344.2,1.28,166059400.0,-6.23,0.11,0.1,43778400.0,34275400.0,0.78,0.05,ShortCover,"INDUSTOWER,",57.16,2024-06-25,0.6175999999999999
Bharat Petroleum Corporation Ltd.,BPCL,1800.0,Crude Oil,Refineries,Large Cap,296.3,-2.93,76033800.0,6.17,0.86,1.45,55263600.0,28305000.0,0.51,0.01,NewShort,"BPCL,",58.85,2024-06-25,0.6189
REC Ltd.,RECLTD,2000.0,Finance,Finance Term Lending,Large Cap,521.55,0.01,56374000.0,-6.17,1.16,1.18,56278000.0,28576000.0,0.51,-0.01,AggressiveShortCover,"RECLTD,",34.8,2024-06-25,0.6537000000000001
Bajaj Finance Ltd.,BAJFINANCE,125.0,Finance,Finance - NBFC,Large Cap,7074.45,-0.1,7919250.0,-6.1,1.73,1.24,4316625.0,2426125.0,0.56,-0.01,AggressiveLongCover,"BAJFINANCE,",32.76,2024-06-25,0.5531
Piramal Enterprises Ltd.,PEL,750.0,Finance,Finance - NBFC,Mid Cap,880.4,1.27,12583500.0,-6.05,1.05,1.0,3493500.0,2935500.0,0.84,-0.01,ShortCover,"PEL,",-,2024-06-25,0.1893
Steel Authority Of India Ltd.,SAIL,4000.0,Iron & Steel,Steel & Iron Products,Mid Cap,147.01,-1.9,167392000.0,-6.01,0.71,0.83,57380000.0,30860000.0,0.54,0.05,LongCover,"SAIL,",40.93,2024-06-25,0.6261
Oil & Natural Gas Corporation Ltd.,ONGC,1925.0,Crude Oil,Oil Exploration,Large Cap,267.0,-1.07,84442050.0,5.92,1.06,1.25,82110875.0,24455200.0,0.3,0.0,AggressiveNewShort,"ONGC,",63.21,2024-06-25,0.6236
Hindalco Industries Ltd.,HINDALCO,1400.0,Non - Ferrous Metals,Metal - Non Ferrous,Large Cap,685.5,0.04,42301000.0,5.79,0.82,0.71,24186400.0,15016400.0,0.62,-0.03,NewLong,"HINDALCO,",46.71,2024-06-25,0.6049
Canara Bank,CANBK,6750.0,Banking,Bank - Public,Large Cap,118.05,-0.19,252537750.0,5.68,1.06,1.02,136572750.0,85934250.0,0.63,-0.02,AggressiveNewShort,"CANBK,",45.13,2024-06-25,0.5889
HDFC Asset Management Company Ltd.,HDFCAMC,150.0,Finance,Finance - Asset Management,Mid Cap,4113.6,3.65,2774850.0,-5.63,4.76,3.81,1132200.0,720600.0,0.64,0.11,AggressiveShortCover,"HDFCAMC,",28.07,2024-06-25,0.6872
IDFC First Bank Ltd.,IDFCFIRSTB,7500.0,Banking,Bank - Private,Mid Cap,82.91,-0.04,360622500.0,-5.63,0.32,0.33,193192500.0,113947500.0,0.59,-0.01,LongCover,"IDFCFIRSTB,",37.21,2024-06-25,0.6442
Axis Bank Ltd.,AXISBANK,625.0,Banking,Bank - Private,Large Cap,1271.45,3.53,44440000.0,5.52,1.28,0.92,17096875.0,15478750.0,0.91,0.19,NewLong,"AXISBANK,",44.58,2024-06-25,0.5725
DLF Ltd.,DLF,825.0,Realty,Construction - Real Estate,Large Cap,824.65,-1.88,44183700.0,5.52,2.12,2.37,15818550.0,9725925.0,0.61,0.02,AggressiveNewShort,"DLF,",55.66,2024-06-25,0.603
Hero MotoCorp Ltd.,HEROMOTOCO,150.0,Automobile & Ancillaries,Automobile Two & Three Wheelers,Mid Cap,5510.0,-0.26,3666750.0,-5.17,1.9,2.69,2610900.0,1154400.0,0.44,-0.01,AggressiveLongCover,"HEROMOTOCO,",67.15,2024-06-25,0.6898000000000001
Sun TV Network Ltd.,SUNTV,1500.0,Media & Entertainment,TV Broadcasting & Software Production,Mid Cap,750.5,-0.71,7465500.0,5.16,0.72,0.62,4839000.0,2743500.0,0.57,0.04,NewShort,"SUNTV,",29.1,2024-06-25,0.5007
Power Grid Corporation Of India Ltd.,POWERGRID,3600.0,Power,Power Generation/Distribution,Large Cap,327.4,-1.67,64296000.0,5.14,0.84,1.12,48679200.0,35053200.0,0.72,-0.08,NewShort,"POWERGRID,",67.66,2024-06-25,0.6441
Coforge Ltd.,COFORGE,150.0,Information Technology,IT - Software,Mid Cap,5350.65,-0.02,2288850.0,-5.12,0.25,0.22,2121600.0,1024050.0,0.48,-0.01,LongCover,"COFORGE,",35.17,2024-06-25,0.6892
Ultratech Cement Ltd.,ULTRACEMCO,100.0,Construction Materials,Cement & Construction Materials,Large Cap,10846.2,0.56,2013600.0,4.85,1.23,1.25,1611900.0,777900.0,0.48,-0.02,AggressiveNewLong,"ULTRACEMCO,",59.55,2024-06-25,0.6233
Jubilant FoodWorks Ltd.,JUBLFOOD,1250.0,Fast Moving Consumer Goods,Consumer Food,Mid Cap,558.75,-1.9,23885000.0,-4.63,0.99,0.85,9957500.0,8437500.0,0.85,-0.1,LongCover,"JUBLFOOD,",37.15,2024-06-25,0.7331
City Union Bank Ltd.,CUB,5000.0,Banking,Bank - Private,Small Cap,168.23,3.68,26635000.0,-4.55,1.63,2.07,20230000.0,12880000.0,0.64,-0.09,AggressiveShortCover,"CUB,",34.77,2024-06-25,0.6696
ICICI Bank Ltd.,ICICIBANK,700.0,Banking,Bank - Private,Large Cap,1197.95,2.38,85731800.0,4.47,0.91,0.63,30187500.0,26583200.0,0.88,0.14,NewLong,"ICICIBANK,",39.17,2024-06-25,0.6175999999999999
Godrej Properties Ltd.,GODREJPROP,475.0,Realty,Construction - Real Estate,Mid Cap,3077.2,-1.09,3506225.0,-4.43,1.05,1.26,2461425.0,1686650.0,0.69,0.05,AggressiveLongCover,"GODREJPROP,",41.95,2024-06-25,0.6303
Astral Ltd.,ASTRAL,367.0,Plastic Products,Plastic Products,Mid Cap,2385.45,0.04,3203543.0,4.39,1.17,1.67,1722331.0,922271.0,0.54,0.05,AggressiveNewLong,"ASTRAL,",44.2,2024-06-25,0.6484000000000001
Alkem Laboratories Ltd.,ALKEM,100.0,Healthcare,Pharmaceuticals & Drugs,Mid Cap,5092.7,1.74,1401900.0,4.38,2.8,2.21,465400.0,204900.0,0.44,0.1,AggressiveNewLong,"ALKEM,",-,2024-06-25,0.6281
Persistent Systems Ltd.,PERSISTENT,200.0,Information Technology,IT - Software,Mid Cap,3974.2,0.15,2646200.0,-4.37,0.24,0.27,1146200.0,790600.0,0.69,0.07,ShortCover,"PERSISTENT,",40.54,2024-06-25,0.6359
Bharat Forge Ltd.,BHARATFORG,500.0,Automobile & Ancillaries,Forgings,Mid Cap,1719.45,-1.36,6280500.0,4.21,0.52,0.56,3614500.0,2617500.0,0.72,-0.05,NewShort,"BHARATFORG,",54.8,2024-06-25,0.7069
AU Small Finance Bank Ltd.,AUBANK,1000.0,Banking,Bank - Private,Mid Cap,682.2,0.4,26043000.0,-4.17,0.65,0.38,9606000.0,6477000.0,0.67,0.0,ShortCover,"AUBANK,",35.39,2024-06-25,0.5667
Infosys Ltd.,INFY,400.0,Information Technology,IT - Software,Large Cap,1541.95,0.97,49831600.0,4.15,0.55,0.67,23806400.0,13445200.0,0.56,0.03,NewLong,"INFY,",73.88,2024-06-25,0.675
Mahindra & Mahindra Financial Services Ltd.,M&MFIN,2000.0,Finance,Finance - NBFC,Mid Cap,306.05,0.23,36918000.0,-4.13,0.48,0.43,16094000.0,8912000.0,0.55,0.03,ShortCover,"M&MFIN,",41.21,2024-06-25,0.7184999999999999
Apollo Tyres Ltd.,APOLLOTYRE,1700.0,Automobile & Ancillaries,Tyres & Allied,Mid Cap,519.25,4.03,17384200.0,-4.04,2.2,1.9,10177900.0,6686100.0,0.66,0.07,AggressiveShortCover,"APOLLOTYRE,",38.67,2024-06-25,0.6788
Cipla Ltd.,CIPLA,650.0,Healthcare,Pharmaceuticals & Drugs,Large Cap,1499.7,-0.31,9794200.0,4.01,0.63,0.53,7634900.0,4140500.0,0.54,-0.04,NewShort,"CIPLA,",53.55,2024-06-25,0.5548
Zydus Lifesciences Ltd.,ZYDUSLIFE,900.0,Healthcare,Pharmaceuticals & Drugs,Mid Cap,1071.75,-0.8,11109600.0,4.01,0.9,1.02,2696400.0,1617300.0,0.6,0.02,NewShort,"ZYDUSLIFE,",61.46,2024-06-25,0.6747
Escorts Kubota Ltd.,ESCORTS,275.0,Automobile & Ancillaries,Automobiles-Tractors,Mid Cap,4198.7,-1.2,1214675.0,-3.96,0.7,0.84,1065900.0,711975.0,0.67,-0.14,LongCover,"ESCORTS,",36.78,2024-06-25,0.6566
Bosch Ltd.,BOSCHLTD,25.0,Automobile & Ancillaries,Auto Ancillary,Mid Cap,33817.95,2.43,295250.0,3.93,0.86,1.01,112075.0,72225.0,0.64,0.13,NewLong,"BOSCHLTD,",37.0,2024-06-25,0.701
Havells India Ltd.,HAVELLS,500.0,Capital Goods,Electric Equipment,Large Cap,1916.85,0.26,7486500.0,-3.93,0.8,0.6,4248500.0,2122500.0,0.5,0.0,ShortCover,"HAVELLS,",40.77,2024-06-25,0.5824
MRF Ltd.,MRF,5.0,Automobile & Ancillaries,Tyres & Allied,Mid Cap,126954.85,1.36,59695.0,3.88,1.08,1.41,14415.0,7090.0,0.49,0.02,AggressiveNewLong,"MRF,",47.17,2024-06-25,0.5598
Punjab National Bank,PNB,8000.0,Banking,Bank - Public,Large Cap,124.13,-0.75,339328000.0,-3.85,0.62,0.82,114680000.0,68352000.0,0.6,0.06,LongCover,"PNB,",40.03,2024-06-25,0.41
Atul Ltd.,ATUL,75.0,Chemicals,Chemicals,Small Cap,6368.3,-1.45,568550.0,3.84,0.5,0.4,209350.0,94725.0,0.45,0.05,NewShort,"ATUL,",31.02,2024-06-25,0.604
Indian Railway Catering And Tourism Corporation Ltd.,IRCTC,875.0,Hospitality,Travel Services,Mid Cap,995.1,-1.5,20375250.0,-3.78,0.96,1.1,21806750.0,9406250.0,0.43,0.01,LongCover,"IRCTC,",38.58,2024-06-25,0.5847
Bharat Heavy Electricals Ltd.,BHEL,2625.0,Capital Goods,Engineering - Industrial Equipments,Mid Cap,293.9,-0.27,86504250.0,3.7,0.72,0.56,61070625.0,33684000.0,0.55,0.01,NewShort,"BHEL,",27.65,2024-06-25,0.5465
LTIMindtree Ltd.,LTIM,150.0,Information Technology,IT - Software,Large Cap,5123.85,0.25,3891300.0,-3.62,0.29,0.32,1893150.0,934650.0,0.49,0.04,ShortCover,"LTIM,",49.04,2024-06-25,0.5882000000000001
SRF Ltd.,SRF,375.0,Chemicals,Chemicals,Large Cap,2393.85,-1.09,4093500.0,-3.56,1.38,2.06,2757375.0,1384500.0,0.5,0.02,AggressiveLongCover,"SRF,",63.8,2024-06-25,0.6253
SBI Cards And Payment Services Ltd.,SBICARD,800.0,Finance,Finance - NBFC,Large Cap,732.0,0.28,21156800.0,3.55,1.43,1.21,7780000.0,5995200.0,0.77,0.05,AggressiveNewLong,"SBICARD,",44.74,2024-06-25,0.6185
Aditya Birla Fashion and Retail Ltd.,ABFRL,2600.0,Retailing,Retailing,Small Cap,318.3,-0.08,38916800.0,-3.52,0.63,0.57,19398600.0,10826400.0,0.56,0.01,LongCover,"ABFRL,",38.33,2024-06-25,0.6173
Metropolis Healthcare Ltd.,METROPOLIS,400.0,Healthcare,Hospital & Healthcare Services,Small Cap,1935.65,-0.03,2396400.0,-3.5,0.6,0.43,1097200.0,434800.0,0.4,0.03,LongCover,"METROPOLIS,",24.36,2024-06-25,0.3954
Hindustan Unilever Ltd.,HINDUNILVR,300.0,Fast Moving Consumer Goods,Household & Personal Products,Large Cap,2432.2,-0.41,19205700.0,3.46,0.39,0.45,11086800.0,5099700.0,0.46,0.01,NewShort,"HINDUNILVR,",65.99,2024-06-25,0.5271
Godrej Consumer Products Ltd.,GODREJCP,500.0,Fast Moving Consumer Goods,Household & Personal Products,Large Cap,1375.5,-0.38,5890500.0,-3.42,0.56,0.57,1969000.0,959500.0,0.49,0.03,LongCover,"GODREJCP,",65.86,2024-06-25,0.6062
The Ramco Cements Ltd.,RAMCOCEM,850.0,Construction Materials,Cement & Construction Materials,Mid Cap,851.25,-0.46,10158350.0,3.4,0.97,1.6,3790150.0,1872550.0,0.49,0.03,NewShort,"RAMCOCEM,",60.03,2024-06-25,0.4082
Aditya Birla Capital Ltd.,ABCAPITAL,5400.0,Finance,Finance - NBFC,Mid Cap,237.52,-0.76,70497000.0,-3.38,0.37,0.45,37751400.0,21681000.0,0.57,0.02,LongCover,"ABCAPITAL,",34.46,2024-06-25,0.49
Abbott India Ltd.,ABBOTINDIA,20.0,Healthcare,Pharmaceuticals & Drugs,Mid Cap,26855.6,0.08,158360.0,-3.34,2.56,3.81,23180.0,12560.0,0.54,0.02,AggressiveShortCover,"ABBOTINDIA,",73.17,2024-06-25,0.7506
The Federal Bank Ltd.,FEDERALBNK,5000.0,Banking,Bank - Private,Mid Cap,176.0,0.09,92325000.0,3.34,0.41,0.54,48130000.0,34045000.0,0.71,-0.01,NewLong,"FEDERALBNK,",43.31,2024-06-25,0.5526
Nestle India Ltd.,NESTLEIND,200.0,Fast Moving Consumer Goods,Consumer Food,Large Cap,2515.45,-0.58,5990600.0,3.2,0.42,0.44,1630000.0,666000.0,0.41,0.01,NewShort,"NESTLEIND,",63.79,2024-06-25,0.5709000000000001
Glenmark Pharmaceuticals Ltd.,GLENMARK,725.0,Healthcare,Pharmaceuticals & Drugs,Mid Cap,1213.35,-0.53,9356125.0,-3.17,0.59,0.54,1605875.0,1205675.0,0.75,0.03,LongCover,"GLENMARK,",40.64,2024-06-25,0.6934999999999999
Voltas Ltd.,VOLTAS,600.0,Consumer Durables,Air Conditioners,Mid Cap,1504.5,-0.54,9581400.0,3.16,0.41,0.44,4002600.0,2730000.0,0.68,0.03,NewShort,"VOLTAS,",49.06,2024-06-25,0.685
Bajaj Finserv Ltd.,BAJAJFINSV,500.0,Finance,Finance - Investment,Large Cap,1603.35,0.99,12557500.0,3.08,1.85,1.49,4429000.0,2654500.0,0.6,0.1,AggressiveNewLong,"BAJAJFINSV,",46.13,2024-06-25,0.5425
Info Edge (India) Ltd.,NAUKRI,150.0,Information Technology,BPO/ITeS,Mid Cap,6648.6,0.83,1461900.0,-2.99,1.44,1.67,664650.0,520950.0,0.78,0.04,AggressiveShortCover,"NAUKRI,",51.25,2024-06-25,0.6925
IndusInd Bank Ltd.,INDUSINDBK,500.0,Banking,Bank - Private,Large Cap,1495.55,0.35,26201500.0,2.98,0.61,0.76,10879000.0,8584500.0,0.79,-0.06,NewLong,"INDUSINDBK,",56.48,2024-06-25,0.6728000000000001
Dabur India Ltd.,DABUR,1250.0,Fast Moving Consumer Goods,Household & Personal Products,Large Cap,593.35,-1.07,22546250.0,2.81,0.62,0.51,12405000.0,6352500.0,0.51,0.03,NewShort,"DABUR,",53.23,2024-06-25,0.5052
Torrent Pharmaceuticals Ltd.,TORNTPHARM,250.0,Healthcare,Pharmaceuticals & Drugs,Large Cap,2830.45,-0.35,1388250.0,2.8,0.27,0.29,373750.0,209500.0,0.56,0.08,NewShort,"TORNTPHARM,",56.54,2024-06-25,0.5845
Container Corporation Of India Ltd.,CONCOR,1000.0,Logistics,Logistics,Mid Cap,1051.4,0.2,12522000.0,-2.79,0.71,0.89,10089000.0,5383000.0,0.53,0.0,ShortCover,"CONCOR,",63.9,2024-06-25,0.5995
ICICI Lombard General Insurance Company Ltd.,ICICIGI,500.0,Finance,Insurance,Large Cap,1780.3,0.5,4160000.0,2.73,0.4,0.19,1407500.0,1102500.0,0.78,0.08,NewLong,"ICICIGI,",34.81,2024-06-25,0.619
L&T Technology Services Ltd.,LTTS,100.0,Information Technology,IT - Software,Mid Cap,4834.85,0.22,1683000.0,2.72,0.58,0.69,886600.0,507000.0,0.57,0.03,NewLong,"LTTS,",43.94,2024-06-25,0.599
Balkrishna Industries Ltd.,BALKRISIND,300.0,Automobile & Ancillaries,Tyres & Allied,Mid Cap,3184.65,-1.19,2063700.0,2.7,0.4,0.32,1365900.0,952500.0,0.7,0.01,NewShort,"BALKRISIND,",39.39,2024-06-25,0.5399
Balrampur Chini Mills Ltd.,BALRAMCHIN,1600.0,Agriculture,Sugar,Small Cap,440.7,-0.45,10105600.0,-2.7,0.64,0.37,4374400.0,3497600.0,0.8,0.01,LongCover,"BALRAMCHIN,",21.55,2024-06-25,0.2207
Mahanagar Gas Ltd.,MGL,400.0,Gas Transmission,Gas Transmission/Marketing,Small Cap,1495.8,0.58,1670400.0,-2.7,0.4,0.33,2004000.0,974400.0,0.49,0.02,ShortCover,"MGL,",34.54,2024-06-25,0.5627
Dr. Lal Pathlabs Ltd.,LALPATHLAB,300.0,Healthcare,Hospital & Healthcare Services,Small Cap,2718.95,1.09,1437300.0,-2.66,1.23,0.68,795600.0,234600.0,0.29,-0.04,ShortCover,"LALPATHLAB,",34.56,2024-06-25,0.5254
Shriram Finance Ltd.,SHRIRAMFIN,300.0,Finance,Finance - NBFC,Large Cap,2989.85,3.73,5037900.0,-2.61,1.82,1.32,2130900.0,2263500.0,1.06,0.12,AggressiveShortCover,"SHRIRAMFIN,",44.81,2024-06-25,0.6142
Siemens Ltd.,SIEMENS,150.0,Capital Goods,Electric Equipment,Large Cap,7560.0,-0.45,1839900.0,-2.6,1.59,1.89,1452000.0,832650.0,0.57,-0.03,AggressiveLongCover,"SIEMENS,",43.86,2024-06-25,0.626
The India Cements Ltd.,INDIACEM,2900.0,Construction Materials,Cement & Construction Materials,Small Cap,229.38,-2.19,26801800.0,-2.59,0.33,0.25,9761400.0,5278000.0,0.54,-0.12,LongCover,"INDIACEM,",29.42,2024-06-25,0.7268000000000001
Larsen & Toubro Ltd.,LT,150.0,Infrastructure,Engineering - Construction,Large Cap,3587.8,1.59,17494200.0,2.59,0.75,0.78,9526950.0,4491600.0,0.47,0.05,NewLong,"LT,",58.7,2024-06-25,0.6618999999999999
Indian Energy Exchange Ltd.,IEX,3750.0,Power,Power Generation/Distribution,Small Cap,179.47,-1.76,74032500.0,-2.49,0.59,0.63,51888750.0,30738750.0,0.59,-0.06,LongCover,"IEX,",30.21,2024-06-25,0.6172
Page Industries Ltd.,PAGEIND,15.0,Textile,Textile,Mid Cap,40455.85,0.37,198120.0,2.45,0.48,0.48,25695.0,27660.0,1.08,0.06,NewLong,"PAGEIND,",37.91,2024-06-25,0.7056
Tech Mahindra Ltd.,TECHM,600.0,Information Technology,IT - Software,Large Cap,1427.75,1.86,16529400.0,-2.42,0.9,1.06,7887600.0,5257200.0,0.67,0.04,ShortCover,"TECHM,",55.1,2024-06-25,0.6144
ABB India Ltd.,ABB,125.0,Capital Goods,Electric Equipment,Large Cap,8399.65,-0.78,1554750.0,2.4,0.54,0.61,1778625.0,729625.0,0.41,0.01,NewShort,"ABB,",42.4,2024-06-25,0.5582
Deepak Nitrite Ltd.,DEEPAKNTR,300.0,Chemicals,Chemicals,Mid Cap,2459.75,-1.96,2299200.0,2.38,0.22,0.25,2009100.0,1329600.0,0.66,-0.01,NewShort,"DEEPAKNTR,",30.06,2024-06-25,0.5141
Indiamart Intermesh Ltd.,INDIAMART,300.0,Information Technology,e-Commerce,Small Cap,2701.8,1.41,1151100.0,-2.34,1.02,1.29,1000500.0,505800.0,0.51,0.03,AggressiveShortCover,"INDIAMART,",44.47,2024-06-25,0.6809999999999999
Indraprastha Gas Ltd.,IGL,1375.0,Gas Transmission,Gas Transmission/Marketing,Mid Cap,473.95,-0.13,20633250.0,2.31,0.64,0.55,10719500.0,6613750.0,0.62,0.04,NewShort,"IGL,",39.51,2024-06-25,0.4838
Ambuja Cements Ltd.,AMBUJACEM,900.0,Construction Materials,Cement & Construction Materials,Large Cap,648.8,-1.36,37778400.0,2.25,0.96,0.7,17432100.0,12960000.0,0.74,0.03,NewShort,"AMBUJACEM,",33.04,2024-06-25,0.5399
Aurobindo Pharma Ltd.,AUROPHARMA,550.0,Healthcare,Pharmaceuticals & Drugs,Mid Cap,1217.95,-0.06,12200650.0,-2.23,0.31,0.24,4145900.0,2361150.0,0.57,0.0,LongCover,"AUROPHARMA,",38.35,2024-06-25,0.6319
NMDC Ltd.,NMDC,4500.0,Mining,Mining & Minerals,Mid Cap,258.05,-2.25,76171500.0,2.22,0.95,1.14,50368500.0,29488500.0,0.59,0.0,NewShort,"NMDC,",44.35,2024-06-25,0.6164000000000001
Dalmia Bharat Ltd.,DALBHARAT,250.0,Construction Materials,Cement & Construction Materials,Mid Cap,1816.6,-0.11,3629850.0,-2.16,1.05,1.04,1127100.0,756325.0,0.67,0.05,AggressiveLongCover,"DALBHARAT,",60.05,2024-06-25,0.6132
Tata Consultancy Services Ltd.,TCS,175.0,Information Technology,IT - Software,Large Cap,3838.45,0.57,19295150.0,-2.16,0.54,0.65,9497425.0,5262775.0,0.55,0.04,ShortCover,"TCS,",69.17,2024-06-25,0.495
Birlasoft Ltd.,BSOFT,1000.0,Information Technology,IT - Software,Small Cap,695.75,1.53,14595000.0,-2.15,0.64,0.78,7223000.0,3873000.0,0.54,0.04,ShortCover,"BSOFT,",48.53,2024-06-25,0.5972999999999999
L&T Finance Ltd.,LTF,4462.0,Finance,Finance - NBFC,Mid Cap,185.51,2.77,65760956.0,2.04,0.84,0.67,29119012.0,19204448.0,0.66,0.06,NewLong,"LTF,",43.91,2024-06-25,0.6468
