Stock Name,Symbol,Lot Size,Sector Name,Industry Name,MCap Category,Close,Chg %,Cumulative Future OI,OI Chg %,Volume (Times),Delivery (Times),Cumulative Call OI,Cumulative Put OI,Put Call Ratio (PCR),PCR Change 1D,OI Trend,Symbol with Comma for External Upload,%DlyQttoTradedQty,Date,Rollover
United Breweries Ltd.,UBL,400,Alcohol,Breweries & Distilleries,Mid Cap,2092.95,-0.77,2051600,4.1,1.58,2.59,745200,884400,1.19,0.09,AggressiveNewShort,"UBL,",66.8,2024-06-18,0.0564
Manappuram Finance Ltd.,MANAPPURAM,3000,Finance,Finance - NBFC,Small Cap,191.74,3.44,46143000,4.08,1.24,1.12,16305000,11676000,0.72,-0.07,AggressiveNewLong,"MANAPPURAM,",39.04,2024-06-18,0.0946
REC Ltd.,RECLTD,2000,Finance,Finance Term Lending,Large Cap,527.95,-0.88,61550000,3.94,0.59,0.78,64360000,31760000,0.49,-0.03,NewShort,"RECLTD,",38.88,2024-06-18,0.1821
Biocon Ltd.,BIOCON,2500,Healthcare,Pharmaceuticals & Drugs,Mid Cap,328.35,-1.93,50845000,3.81,1.15,1.41,16007500,10442500,0.65,-0.04,AggressiveNewShort,"BIOCON,",45.44,2024-06-18,0.182
Tata Motors Ltd.,TATAMOTORS,1425,Automobile & Ancillaries,Automobiles-Trucks/Lcv,Large Cap,985.9,-0.75,82821600,3.71,0.75,0.82,84762725,43839100,0.52,-0.04,NewShort,"TATAMOTORS,",51.91,2024-06-18,0.125
Siemens Ltd.,SIEMENS,150,Capital Goods,Electric Equipment,Large Cap,7727.85,-0.8,1788450,3.54,0.49,0.56,1462500,1024800,0.7,-0.1,NewShort,"SIEMENS,",41.46,2024-06-18,0.115
Info Edge (India) Ltd.,NAUKRI,150,Information Technology,BPO/ITeS,Mid Cap,6186.65,-0.9,1412850,3.39,0.96,0.99,729150,382950,0.53,-0.06,NewShort,"NAUKRI,",61.79,2024-06-18,0.0356
Adani Enterprises Ltd.,ADANIENT,300,Trading,Trading,Large Cap,3309.05,1.45,15382500,3.28,0.45,0.3,14384700,8092800,0.56,-0.03,NewLong,"ADANIENT,",36.6,2024-06-18,0.1363
Crompton Greaves Consumer Electricals Ltd.,CROMPTON,1800,Consumer Durables,Consumer Durables - Domestic Appliances,Small Cap,428.65,0.49,18891000,3.24,1.07,1.61,4788000,3920400,0.82,-0.05,AggressiveNewLong,"CROMPTON,",63.21,2024-06-18,0.0636
Petronet LNG Ltd.,PETRONET,3000,Industrials Gases & Fuels,Industrial  Gases & Fuels,Mid Cap,316.45,-2.3,41391000,3.22,0.71,1.03,18879000,13983000,0.74,-0.03,NewShort,"PETRONET,",54.35,2024-06-18,0.10339999999999999
PVR Inox Ltd.,PVRINOX,407,Media & Entertainment,"Film Production, Distribution & Entertainment",Small Cap,1403.25,0.93,4827020,3.21,0.46,0.59,2954413,1422465,0.48,0.04,NewLong,"PVRINOX,",59.59,2024-06-18,0.1487
The Federal Bank Ltd.,FEDERALBNK,5000,Banking,Bank - Private,Mid Cap,175.09,0.4,78220000,3.07,0.58,0.61,51085000,31700000,0.62,0.0,NewLong,"FEDERALBNK,",35.79,2024-06-18,0.1127
LIC Housing Finance Ltd.,LICHSGFIN,1000,Finance,Finance - Housing,Mid Cap,748.85,2.35,28252000,2.96,0.78,0.74,10423000,11844000,1.14,-0.03,NewLong,"LICHSGFIN,",37.37,2024-06-18,0.0508
L&T Finance Ltd.,LTF,4462,Finance,Finance - NBFC,Mid Cap,179.67,-1.21,56868190,2.9,0.77,1.1,31131374,21997660,0.71,0.03,NewShort,"LTF,",59.68,2024-06-18,0.1346
Tata Steel Ltd.,TATASTEEL,5500,Iron & Steel,Steel & Iron Products,Large Cap,181.12,-1.11,212575000,2.9,0.77,0.94,136048000,108460000,0.8,-0.06,NewShort,"TATASTEEL,",48.25,2024-06-18,0.0802
Hero MotoCorp Ltd.,HEROMOTOCO,150,Automobile & Ancillaries,Automobile Two & Three Wheelers,Mid Cap,5754.85,-0.85,3770100,2.71,0.69,0.66,2359200,1573350,0.67,-0.13,NewShort,"HEROMOTOCO,",49.61,2024-06-18,0.057800000000000004
Exide Industries Ltd.,EXIDEIND,1800,Automobile & Ancillaries,Batteries,Mid Cap,564.55,4.11,21430800,2.66,1.36,1.01,13942800,10843200,0.78,0.1,AggressiveNewLong,"EXIDEIND,",29.3,2024-06-18,0.12
ITC Ltd.,ITC,1600,Fast Moving Consumer Goods,Cigarettes/Tobacco,Large Cap,428.75,-0.56,107251200,2.6,1.33,1.53,90660800,31102400,0.34,0.01,AggressiveNewShort,"ITC,",74.5,2024-06-18,0.1405
Persistent Systems Ltd.,PERSISTENT,200,Information Technology,IT - Software,Mid Cap,3847.55,1.98,2687200,2.56,0.66,0.58,1362800,709200,0.52,-0.06,NewLong,"PERSISTENT,",45.33,2024-06-18,0.0827
ICICI Lombard General Insurance Company Ltd.,ICICIGI,500,Finance,Insurance,Large Cap,1745.25,0.83,3948000,2.55,2.53,3.35,2269000,1287000,0.57,0.0,AggressiveNewLong,"ICICIGI,",72.93,2024-06-18,0.0507
Container Corporation Of India Ltd.,CONCOR,1000,Logistics,Logistics,Mid Cap,1140.3,0.04,9778000,2.52,0.21,0.23,7754000,4974000,0.64,-0.02,NewLong,"CONCOR,",51.18,2024-06-18,0.1841
SBI Cards And Payment Services Ltd.,SBICARD,800,Finance,Finance - NBFC,Large Cap,726.35,-0.27,18502400,2.49,0.84,0.91,8654400,6052800,0.7,-0.01,NewShort,"SBICARD,",56.28,2024-06-18,0.1458
Power Finance Corporation Ltd.,PFC,3875,Finance,Finance Term Lending,Large Cap,507.75,-0.45,59649750,2.47,0.62,0.72,71644450,43247500,0.6,-0.03,NewShort,"PFC,",47.7,2024-06-18,0.1204
TVS Motor Company Ltd.,TVSMOTOR,350,Automobile & Ancillaries,Automobile Two & Three Wheelers,Large Cap,2471.15,-1.31,7398300,2.36,1.12,1.24,2539950,1887550,0.74,-0.07,AggressiveNewShort,"TVSMOTOR,",64.3,2024-06-18,0.054900000000000004
Dixon Technologies (India) Ltd.,DIXON,100,Consumer Durables,Consumer Durables - Electronics,Mid Cap,11546.85,2.7,1784000,2.32,0.98,1.01,1920700,1898600,0.99,0.05,NewLong,"DIXON,",26.75,2024-06-18,0.09050000000000001
Zydus Lifesciences Ltd.,ZYDUSLIFE,900,Healthcare,Pharmaceuticals & Drugs,Mid Cap,1078.95,-2.76,10949400,2.32,1.47,1.14,3978900,1894500,0.48,-0.11,AggressiveNewShort,"ZYDUSLIFE,",45.52,2024-06-18,0.07339999999999999
AU Small Finance Bank Ltd.,AUBANK,1000,Banking,Bank - Private,Mid Cap,664.5,0.49,25857000,2.25,0.76,1.49,7426000,4799000,0.65,0.0,NewLong,"AUBANK,",58.21,2024-06-18,0.13449999999999998
Escorts Kubota Ltd.,ESCORTS,275,Automobile & Ancillaries,Automobiles-Tractors,Mid Cap,4302.1,0.23,1266925,2.22,0.86,1.04,840950,821425,0.98,0.07,NewLong,"ESCORTS,",34.59,2024-06-18,0.051399999999999994
Kotak Mahindra Bank Ltd.,KOTAKBANK,400,Banking,Bank - Private,Large Cap,1719.4,0.13,41096400,2.22,1.19,1.32,13005200,7386800,0.57,0.0,AggressiveNewLong,"KOTAKBANK,",73.16,2024-06-18,0.0638
GAIL (India) Ltd.,GAIL,4575,Industrials Gases & Fuels,Industrial  Gases & Fuels,Large Cap,222.26,0.19,140823075,2.11,0.48,0.56,78891300,43252050,0.55,-0.02,NewLong,"GAIL,",44.57,2024-06-18,0.12390000000000001
Navin Fluorine International Ltd.,NAVINFLUOR,150,Chemicals,Chemicals,Small Cap,3599.7,1.54,1293675,2.04,0.55,0.4,667875,365100,0.55,0.09,NewLong,"NAVINFLUOR,",33.39,2024-06-18,0.1603
SRF Ltd.,SRF,375,Chemicals,Chemicals,Large Cap,2422.2,0.84,4125750,1.95,0.36,0.28,2172375,1255125,0.58,0.0,NewLong,"SRF,",45.18,2024-06-18,0.07139999999999999
Indian Railway Catering And Tourism Corporation Ltd.,IRCTC,875,Hospitality,Travel Services,Mid Cap,1032.4,1.39,17974250,1.93,0.66,0.78,20821500,9512125,0.46,-0.01,NewLong,"IRCTC,",39.69,2024-06-18,0.1107
Punjab National Bank,PNB,8000,Banking,Bank - Public,Large Cap,128.63,-0.24,307832000,1.8,0.67,0.73,152216000,79472000,0.52,-0.01,NewShort,"PNB,",39.44,2024-06-18,0.1107
Aarti Industries Ltd.,AARTIIND,1000,Chemicals,Chemicals,Small Cap,690.45,2.18,11377000,1.73,0.81,0.82,6168000,3223000,0.52,0.01,NewLong,"AARTIIND,",40.07,2024-06-18,0.0839
Aurobindo Pharma Ltd.,AUROPHARMA,550,Healthcare,Pharmaceuticals & Drugs,Mid Cap,1242.7,-1.29,12769900,1.69,3.74,4.6,4643100,2896300,0.62,0.04,AggressiveNewShort,"AUROPHARMA,",57.2,2024-06-18,0.0493
NTPC Ltd.,NTPC,1500,Power,Power Generation/Distribution,Large Cap,369.65,0.33,94497000,1.56,0.84,1.05,81982500,20556000,0.25,0.01,NewLong,"NTPC,",67.87,2024-06-18,0.0557
Shree Cement Ltd.,SHREECEM,25,Construction Materials,Cement & Construction Materials,Large Cap,27462.1,-0.28,268575,1.55,0.64,0.6,77000,49200,0.64,-0.04,NewShort,"SHREECEM,",43.17,2024-06-18,0.0192
Bata India Ltd.,BATAINDIA,375,Retailing,Footwear,Small Cap,1455.85,0.28,3759750,1.49,0.97,0.99,2066625,1803375,0.87,-0.09,NewLong,"BATAINDIA,",49.3,2024-06-18,0.1509
NMDC Ltd.,NMDC,4500,Mining,Mining & Minerals,Mid Cap,265.95,-0.54,76171500,1.47,1.04,1.26,52713000,28633500,0.54,-0.01,AggressiveNewShort,"NMDC,",48.61,2024-06-18,0.0901
IndusInd Bank Ltd.,INDUSINDBK,500,Banking,Bank - Private,Large Cap,1507.9,0.37,23107000,1.42,0.95,1.16,8711500,6045000,0.69,-0.01,NewLong,"INDUSINDBK,",60.52,2024-06-18,0.0984
ICICI Prudential Life Insurance Company Ltd.,ICICIPRULI,1500,Finance,Insurance,Large Cap,606.8,-1.12,13788000,1.36,0.9,0.88,4666500,2641500,0.57,-0.04,NewShort,"ICICIPRULI,",52.98,2024-06-18,0.035
JK Cement Ltd.,JKCEMENT,125,Construction Materials,Cement & Construction Materials,Mid Cap,4408.0,1.88,486375,1.35,1.35,1.55,156500,112375,0.72,0.17,AggressiveNewLong,"JKCEMENT,",54.82,2024-06-18,0.0993
National Aluminium Company Ltd.,NATIONALUM,3750,Non - Ferrous Metals,Aluminium & Aluminium Products,Small Cap,188.13,-1.97,71482500,1.33,0.69,0.73,41351250,21892500,0.53,-0.03,NewShort,"NATIONALUM,",36.59,2024-06-18,0.0964
DLF Ltd.,DLF,825,Realty,Construction - Real Estate,Large Cap,878.8,0.02,40134600,1.32,0.63,0.62,15220425,10095525,0.66,0.01,NewLong,"DLF,",48.92,2024-06-18,0.0584
Abbott India Ltd.,ABBOTINDIA,20,Healthcare,Pharmaceuticals & Drugs,Mid Cap,27198.05,-0.97,153600,1.31,0.56,0.69,23900,12200,0.51,-0.05,NewShort,"ABBOTINDIA,",50.35,2024-06-18,0.08449999999999999
L&T Technology Services Ltd.,LTTS,100,Information Technology,IT - Software,Mid Cap,4863.25,0.36,1511500,1.28,0.43,0.41,720700,464900,0.65,0.03,NewLong,"LTTS,",47.36,2024-06-18,0.1816
Dalmia Bharat Ltd.,DALBHARAT,250,Construction Materials,Cement & Construction Materials,Mid Cap,1889.0,0.35,3443175,1.27,0.6,0.72,1119500,665100,0.59,-0.01,NewLong,"DALBHARAT,",68.16,2024-06-18,0.0904
Mahindra & Mahindra Ltd.,M&M,350,Automobile & Ancillaries,Automobiles - Passenger Cars,Large Cap,2961.9,1.14,15794450,1.27,1.89,2.17,8017100,6875750,0.86,-0.15,AggressiveNewLong,"M&M,",61.91,2024-06-18,0.0626
Indian Energy Exchange Ltd.,IEX,3750,Power,Power Generation/Distribution,Small Cap,185.87,3.45,75825000,1.18,1.26,1.18,46541250,36446250,0.78,0.04,AggressiveNewLong,"IEX,",27.74,2024-06-18,0.1815
Bandhan Bank Ltd.,BANDHANBNK,2500,Banking,Bank - Private,Mid Cap,198.04,1.9,100422100,1.13,0.89,1.11,35464900,25366500,0.72,-0.01,NewLong,"BANDHANBNK,",41.7,2024-06-18,0.16670000000000001
Dr. Lal Pathlabs Ltd.,LALPATHLAB,300,Healthcare,Hospital & Healthcare Services,Small Cap,2723.85,-0.96,1466100,1.12,0.74,0.94,992700,321900,0.32,-0.02,NewShort,"LALPATHLAB,",67.46,2024-06-18,0.056799999999999996
Apollo Tyres Ltd.,APOLLOTYRE,1700,Automobile & Ancillaries,Tyres & Allied,Mid Cap,484.8,1.75,18830900,1.1,1.61,1.19,12678600,6429400,0.51,0.05,AggressiveNewLong,"APOLLOTYRE,",39.46,2024-06-18,0.1409
HDFC Bank Ltd.,HDFCBANK,550,Banking,Bank - Private,Large Cap,1607.8,0.68,180574350,1.1,1.15,1.13,46167550,28085750,0.61,-0.02,AggressiveNewLong,"HDFCBANK,",57.26,2024-06-18,0.06269999999999999
Coal India Ltd.,COALINDIA,2100,Mining,Mining & Minerals,Large Cap,489.05,0.43,56985600,1.08,0.68,0.76,57168300,29003100,0.51,-0.01,NewLong,"COALINDIA,",48.22,2024-06-18,0.10490000000000001
Ashok Leyland Ltd.,ASHOKLEY,5000,Automobile & Ancillaries,Automobiles-Trucks/Lcv,Mid Cap,239.24,-0.25,83860000,1.03,0.91,1.29,59640000,39100000,0.66,-0.04,NewShort,"ASHOKLEY,",51.27,2024-06-18,0.1496
Deepak Nitrite Ltd.,DEEPAKNTR,300,Chemicals,Chemicals,Mid Cap,2422.35,0.36,2154600,1.03,0.81,1.05,1202400,838800,0.7,-0.05,NewLong,"DEEPAKNTR,",61.54,2024-06-18,0.08689999999999999
Britannia Industries Ltd.,BRITANNIA,200,Fast Moving Consumer Goods,Consumer Food,Large Cap,5395.85,0.04,2372600,0.98,0.47,0.52,1880400,593400,0.32,0.0,NewLong,"BRITANNIA,",56.42,2024-06-18,0.0397
Bosch Ltd.,BOSCHLTD,25,Automobile & Ancillaries,Auto Ancillary,Mid Cap,33379.2,3.25,294950,0.81,4.23,3.08,159625,71225,0.45,-0.22,AggressiveNewLong,"BOSCHLTD,",28.05,2024-06-18,0.0636
Tata Consultancy Services Ltd.,TCS,175,Information Technology,IT - Software,Large Cap,3815.1,-0.44,19425000,0.74,0.97,0.94,10146675,5211150,0.51,0.02,NewShort,"TCS,",62.39,2024-06-18,0.0852
Hindustan Aeronautics Ltd.,HAL,300,Other,Defence,Large Cap,5533.45,6.4,13581300,0.72,2.71,1.82,12706800,8121000,0.64,0.07,AggressiveNewLong,"HAL,",21.48,2024-06-18,0.2912
Berger Paints India Ltd.,BERGEPAINT,1320,Chemicals,Paints,Large Cap,504.0,0.26,25212000,0.67,0.91,0.69,7673160,4154040,0.54,0.0,NewLong,"BERGEPAINT,",46.59,2024-06-18,0.094
Indraprastha Gas Ltd.,IGL,1375,Gas Transmission,Gas Transmission/Marketing,Mid Cap,482.35,-0.05,17158625,0.65,0.27,0.22,12021625,6751250,0.56,0.02,NewShort,"IGL,",42.08,2024-06-18,0.1458
Oil & Natural Gas Corporation Ltd.,ONGC,1925,Crude Oil,Oil Exploration,Large Cap,275.8,0.15,78230075,0.54,0.78,1.18,92355725,29902950,0.32,-0.02,NewLong,"ONGC,",61.69,2024-06-18,0.1105
Mphasis Ltd.,MPHASIS,275,Information Technology,IT - Software,Mid Cap,2417.35,0.35,5071825,0.46,0.07,0.05,3027475,1757250,0.58,0.0,NewLong,"MPHASIS,",55.9,2024-06-18,0.125
Birlasoft Ltd.,BSOFT,1000,Information Technology,IT - Software,Small Cap,683.8,0.86,15070000,0.43,1.1,1.35,8766000,4607000,0.53,0.03,AggressiveNewLong,"BSOFT,",41.28,2024-06-18,0.1566
Bharat Electronics Ltd.,BEL,2850,Capital Goods,Engineering - Industrial Equipments,Large Cap,318.25,2.79,136158750,0.41,1.44,1.41,94340700,67034850,0.71,0.05,AggressiveNewLong,"BEL,",38.26,2024-06-18,0.22390000000000002
Hindalco Industries Ltd.,HINDALCO,1400,Non - Ferrous Metals,Metal - Non Ferrous,Large Cap,678.75,-0.71,41542200,0.4,0.53,0.54,26761000,15355200,0.57,-0.03,NewShort,"HINDALCO,",61.69,2024-06-18,0.0682
Tech Mahindra Ltd.,TECHM,600,Information Technology,IT - Software,Large Cap,1371.35,-0.01,16222200,0.39,0.45,0.55,6878400,4661400,0.68,-0.04,NewShort,"TECHM,",54.3,2024-06-18,0.0557
Multi Commodity Exchange Of India Ltd.,MCX,200,Finance,Finance - Stock Broking,Small Cap,3914.1,0.11,2668800,0.35,0.49,0.47,1442200,1136600,0.79,0.0,NewLong,"MCX,",29.15,2024-06-18,0.0864
Nestle India Ltd.,NESTLEIND,200,Fast Moving Consumer Goods,Consumer Food,Large Cap,2550.35,0.31,5769600,0.34,0.39,0.46,1892600,831200,0.44,0.01,NewLong,"NESTLEIND,",58.27,2024-06-18,0.0363
Cipla Ltd.,CIPLA,650,Healthcare,Pharmaceuticals & Drugs,Large Cap,1574.8,0.64,10216700,0.3,1.1,1.4,6214650,5361200,0.86,0.02,AggressiveNewLong,"CIPLA,",67.1,2024-06-18,0.0301
Reliance Industries Ltd.,RELIANCE,250,Crude Oil,Refineries,Large Cap,2962.05,0.24,39845750,0.29,0.74,0.78,26772000,12013500,0.45,-0.01,NewLong,"RELIANCE,",59.39,2024-06-18,0.0756
